Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight,simulated_RS
60,0,downRight,lowC,4.06830500731629,1,0,0,0,1,3.865600000020976,1.024000525329864e-05,0.1600512001583349,0.8000004096000001,3.8916394884881127
61,0,midLeft,high,13.864747674309346,1,100,0,0,0,80.7731200000042,2.0480010506597285e-06,0.032010240031667,0.1600000819199999,13.57334567660978
62,0,midLeft,high,205.9126838554426,0,0,0,0,0,16.154624000000837,4.096002101319457e-07,0.0064020480063333,0.0320000163839999,205.77625894568598
63,0,midRight,lowA,4.024149568239466,1,0,1,0,0,3.230924800000168,0.800000081920042,0.0012804096012666,0.0064000032767999,3.9267367879142805
64,0,downRight,lowC,4.139303421361861,0,0,0,0,0,0.6461849600000331,0.1600000163840084,0.0002560819202533,0.0012800006553599,3.917205383865956
65,0,downRight,lowC,4.005412071009009,1,0,0,0,1,0.1292369920000066,0.0320000032768016,5.121638405066714e-05,0.800256000131072,3.9974900704438228
66,0,downRight,lowC,5.842577468982706,1,0,0,0,1,0.0258473984000013,0.0064000006553603,1.0243276810133426e-05,0.9600512000262144,5.7720265337539995
67,0,midLeft,high,4.001098674991876,1,100,0,0,0,80.00516947968,0.001280000131072,2.048655362026684e-06,0.1920102400052428,4.043387717561747
68,0,downLeft,lowB,4.064245057685199,1,0,0,1,0,16.001033895936004,0.0002560000262144,0.8000004097310724,0.0384020480010485,3.978808548698378
69,0,downRight,lowC,4.30697123088404,0,0,0,0,0,3.2002067791872,5.120000524288262e-05,0.1600000819462144,0.0076804096002097,4.171244622128317
70,0,downRight,lowC,4.17131427420856,1,0,0,0,1,0.6400413558374396,1.024000104857652e-05,0.0320000163892428,0.801536081920042,4.044467393911542
71,0,downLeft,lowB,4.245726171514432,0,0,0,0,0,0.1280082711674879,2.048000209715303e-06,0.0064000032778485,0.1603072163840083,4.097305747202401
72,0,midRight,lowA,4.041813746048228,1,0,1,0,0,0.0256016542334975,0.800000409600042,0.0012800006555697,0.0320614432768016,4.0259029875380925
73,0,midRight,lowA,5.907698506642255,1,0,1,0,0,0.0051203308466995,0.9600000819200084,0.0002560001311139,0.0064122886553603,6.088065700612049
74,0,midRight,lowA,6.463449983478978,0,0,0,0,0,0.0010240661693399,0.1920000163840016,5.120002622278859e-05,0.001282457731072,6.488931279999663
75,0,downLeft,lowB,4.040024666250065,1,0,0,1,0,0.0002048132338679,0.0384000032768003,0.8000102400052446,0.0002564915462144,3.98311168354459
76,0,downRight,lowC,4.182166779508408,1,0,0,0,1,4.09626467735961e-05,0.00768000065536,0.1600020480010489,0.8000512983092429,3.838856014736717
77,0,downRight,lowC,6.076469186188171,1,0,0,0,1,8.192529354719217e-06,0.001536000131072,0.0320004096002097,0.9600102596618486,5.79276468315144
78,0,downRight,lowC,6.4819303453081,1,0,0,0,1,1.6385058709438429e-06,0.0003072000262144,0.0064000819200419,0.9920020519323696,6.375515623345467
79,0,downLeft,lowB,4.237309317023463,1,0,0,1,0,3.2770117418876857e-07,6.144000524288047e-05,0.8012800163840085,0.1984004103864739,4.000893743274949
80,0,downRight,lowC,4.49155239021703,0,0,0,0,0,6.554023483775369e-08,1.228800104857609e-05,0.1602560032768016,0.0396800820772947,4.296302200284315
81,0,downLeft,lowB,4.460399369201841,1,0,0,1,0,1.3108046967550736e-08,2.457600209715217e-06,0.8320512006553604,0.0079360164154589,4.349954904662672
82,0,midLeft,high,3.8987509124547617,0,0,0,0,0,2.621609393510146e-09,4.915200419430433e-07,0.166410240131072,0.0015872032830917,3.999658562172465
83,0,downLeft,lowB,4.431769825220814,1,0,0,1,0,5.243218787020288e-10,9.830400838860866e-08,0.8332820480262144,0.0003174406566183,4.249787951497746
84,0,downRight,lowC,4.1108147723657815,1,0,0,0,1,1.048643757404058e-10,1.9660801677721728e-08,0.1666564096052428,0.8000634881313237,4.004743575757883
85,0,midLeft,high,3.911562802452244,1,100,0,0,0,80.00000000002098,3.932160335544346e-09,0.0333312819210485,0.1600126976262647,4.087421914848819
86,0,midLeft,high,204.21191237716988,0,0,0,0,0,16.000000000004192,7.86432067108869e-10,0.0066662563842097,0.0320025395252529,204.09431352217672
87,0,downLeft,lowB,4.0293422041067055,1,0,0,1,0,3.2000000000008377,1.5728641342177376e-10,0.801333251276842,0.0064005079050505,3.8772793210688303
88,0,midRight,lowA,4.079413347445209,1,0,1,0,0,0.6400000000001675,0.8000000000314573,0.1602666502553683,0.0012801015810101,3.8914544534731013
89,0,downLeft,lowB,4.460397072197933,1,0,0,1,0,0.1280000000000335,0.1600000000062914,0.8320533300510737,0.000256020316202,4.357520045834254
90,0,downLeft,lowB,6.182008825339517,0,0,0,0,0,0.0256000000000067,0.0320000000012582,0.1664106660102147,5.120406324040462e-05,5.8994312800948325
91,0,downLeft,lowB,4.441284462544381,0,0,0,0,0,0.0051200000000013,0.0064000000002516,0.0332821332020429,1.0240812648080918e-05,4.434873510079407
