Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight,simulated_RS
39,0,midRight,lowA,6.127283104850241,1,0,1,0,0,3.200000000000033,0.967999505066623,1.310720000000011e-10,8.520204462483107e-08,6.062527515936906
40,0,midRight,lowA,6.393903963217622,1,0,1,0,0,0.6400000000000063,0.9935999010133246,2.621440000000022e-11,1.7040408924966212e-08,6.39829696129579
41,0,midLeft,high,5.652826860120371,0,0,0,0,0,0.1280000000000012,0.1987199802026649,5.242880000000043e-12,3.4080817849932404e-09,5.68815135127679
42,0,midLeft,high,4.416774035548396,1,100,0,0,0,80.02560000000001,0.0397439960405329,1.0485760000000082e-12,6.816163569986477e-10,4.277126152996671
43,0,downLeft,lowB,3.9806137175400056,1,0,0,1,0,16.005120000000005,0.0079487992081065,0.8000000000002098,1.3632327139972959e-10,4.042029250492114
44,0,midRight,lowA,3.885642322016883,1,0,1,0,0,3.2010240000000003,0.8015897598416213,0.1600000000000419,2.726465427994592e-11,3.860539035813206
45,0,downLeft,lowB,4.472392616840376,1,0,0,1,0,0.6402047999999998,0.1603179519683242,0.8320000000000084,5.452930855989184e-12,4.438993302634072
46,0,downLeft,lowB,6.183868685027506,1,0,0,1,0,0.1280409599999999,0.0320635903936648,0.9664000000000016,1.0905861711978364e-12,6.169705425485653
47,0,downRight,lowC,4.030762345758976,0,0,0,0,0,0.0256081919999999,0.0064127180787329,0.1932800000000003,2.1811723423956725e-13,3.9403449704635385
48,0,downLeft,lowB,4.48375440080879,0,0,0,0,0,0.0051216383999999,0.0012825436157465,0.038656,4.362344684791344e-14,4.539412642009425
49,0,midLeft,high,4.07923936559402,0,0,0,0,0,0.0010243276799999,0.0002565087231493,0.0077312,8.724689369582686e-15,3.9827731120581875
50,0,midLeft,high,3.9586781790273,0,0,0,0,0,0.0002048655359999,5.130174462986365e-05,0.00154624,1.7449378739165365e-15,3.9619208765601885
51,0,downRight,lowC,3.9335539841515543,1,0,0,0,1,4.097310719999997e-05,1.0260348925972723e-05,0.000309248,0.8000000000000004,4.1068571115317845
52,0,midRight,lowA,4.019413217440943,0,0,0,0,0,8.194621439999994e-06,2.052069785194545e-06,6.184959999999998e-05,0.16,3.8021585702530114
53,0,midRight,lowA,3.890784116745521,1,0,1,0,0,1.6389242879999988e-06,0.8000004104139571,1.2369919999999991e-05,0.032,4.073090204929521
54,0,downLeft,lowB,4.177365753874867,1,0,0,1,0,3.277848575999997e-07,0.1600000820827913,0.800002473984,0.0063999999999999,4.116424631787768
55,0,midLeft,high,3.959115584507675,1,100,0,0,0,80.00000006555697,0.0320000164165582,0.1600004947968,0.0012799999999999,3.8580572340340478
56,0,downLeft,lowB,4.440750355503755,0,0,0,0,0,16.00000001311139,0.0064000032833116,0.0320000989593599,0.0002559999999999,4.39584212267006
57,0,midLeft,high,43.86640033444636,1,100,0,0,0,83.20000000262228,0.0012800006566623,0.0064000197918719,5.119999999999997e-05,44.06006320847047
58,0,midLeft,high,211.87530508232285,1,100,0,0,0,96.64000000052444,0.0002560001313324,0.0012800039583743,1.023999999999999e-05,211.9630777640672
59,0,downLeft,lowB,4.201436499800184,1,0,0,1,0,19.32800000010488,5.120002626649321e-05,0.8002560007916749,2.047999999999998e-06,3.8707213085875978
