Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
864,8,downRight,high,84.05662328643538,1,0,0,0,100,0.15024664231431512,0.14169552552443296,0.14334199843333303,28.5377758776454
865,8,downRight,high,185.97282156064895,0,0,0,0,0,0.12265981006101066,0.1156787664576387,0.11702292996881915,23.297946062533498
866,8,midLeft,lowC,5.668514745742529,0,0,0,0,0,0.10013820457117611,0.09443895253314469,0.09553631376819591,19.02020301301438
867,8,midLeft,lowC,5.60375164180267,1,1,0,0,0,0.2653621058795326,0.07709898738264614,0.07799486178347376,15.527897681850046
868,8,midRight,lowB,5.6307615771228665,0,0,0,0,0,0.2166388879192414,0.06294281857206335,0.06367420119833297,12.676815607752616
869,8,midRight,lowB,5.573768671944732,1,0,1,0,0,0.1768617550095556,0.23499617615544147,0.05198296151227839,10.349221591072062
870,8,downLeft,lowA,5.367741990722448,1,0,0,1,0,0.14438811372001062,0.19184845590086055,0.22604866182472708,8.448997828414441
871,8,midRight,lowB,6.037371875593968,1,0,1,0,0,0.11787696770563164,0.340233409726799,0.18454379743117155,6.897674735859743
872,8,downLeft,lowA,6.164771186935183,1,0,0,1,0,0.09623354137321091,0.2777630486157159,0.33426996184768965,5.631190553950748
873,8,midRight,lowB,6.670765868108529,1,0,1,0,0,0.07856407121326936,0.41037319762187385,0.27289455123771755,4.597245922607523
874,8,downLeft,lowA,6.790077765025464,1,0,0,1,0,0.06413889790947547,0.33502444846072094,0.40639860654636395,3.7531441833563544
875,8,downRight,high,28.661768551981222,0,0,0,0,0,0.05236233511721707,0.2735105063314387,0.33177963327628346,3.0640282243313433
876,8,downRight,high,24.515729039238128,0,0,0,0,0,0.042748070645016276,0.22329115805544153,0.27086147266203026,2.501441058708105
877,8,downLeft,lowA,6.6164661188610525,1,0,0,1,0,0.03489908423259837,0.18229259977794543,0.4047388221539034,2.0421506957744233
878,8,midRight,lowB,6.0997724221730705,1,0,1,0,0,0.028491252631912375,0.3324321072886717,0.33042460240713745,1.6671907777854247
879,8,downRight,high,15.509950387918886,1,0,0,0,100,0.0232599649642731,0.27139414572012,0.2697552394279554,19.722108153805646
880,8,midLeft,lowC,5.049756472428596,1,1,0,0,0,0.20259950351614428,0.22156338306755266,0.22022539686427928,16.1009258036379
881,8,midLeft,lowC,6.385796007245917,1,1,0,0,0,0.3490104541794053,0.18088206208753063,0.1797897439429798,13.144629859674962
882,8,midLeft,lowC,7.4725037132767085,1,1,0,0,0,0.4685388451143456,0.14767025097762554,0.14677849370389887,10.73114032416818
883,8,downRight,high,72.97763013231678,1,0,0,0,100,0.38251028350904615,0.12055647073087065,0.11982844928472738,27.121823133366053
884,8,midLeft,lowC,7.4692689658186815,1,1,0,0,0,0.4958877604668354,0.09842106002301974,0.09782671081874625,22.141976837575157
885,8,midLeft,lowC,8.224461088656554,1,1,0,0,0,0.5884479639737196,0.08034993889029302,0.07986471832640454,18.076481653350726
886,8,downRight,high,119.50114174212236,1,0,0,0,100,0.48040285213700157,0.06559686187248744,0.06520073280572436,33.1184840796119
887,8,midRight,lowB,5.554375417910646,1,0,1,0,0,0.39219593654957885,0.2371629097483472,0.05322920618124771,27.03758902122737
888,8,midLeft,lowC,7.5148914093683805,1,1,0,0,0,0.5037950277705747,0.1936173548716784,0.04345577524608778,22.07320897670028
889,8,downLeft,lowA,5.395767271204104,1,0,0,1,0,0.4112930676130829,0.15806721273273086,0.21908715485422392,18.02034028058335
890,8,downLeft,lowA,6.5101947858585465,0,0,0,0,0,0.3357754208396343,0.12904444313710195,0.17886049489883293,14.71162005355866
891,8,midRight,lowB,5.998825625228101,1,0,1,0,0,0.2741235924406502,0.28896086108270896,0.14601986436284523,12.010414966107566
892,8,midLeft,lowC,6.748617900172529,0,0,0,0,0,0.2237916752353836,0.23590466841397204,0.11920911211055159,9.805178976411053
893,8,midRight,lowB,6.634813795448072,0,0,0,0,0,0.182701216844379,0.1925901396160955,0.09732109033380257,8.004847045731314
894,8,midRight,lowB,6.103927143782426,1,0,1,0,0,0.14915539016948717,0.3408389126667299,0.07945193497437193,6.535074615130317
895,8,midRight,lowB,7.195651742662959,1,0,1,0,0,0.12176892305846955,0.4618676828546687,0.06486374073204629,5.335167553025865
896,8,midRight,lowB,7.838168089967381,0,0,0,0,0,0.09941089360545809,0.3770640154057876,0.05295408932597088,4.355575796022093
