Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
54,0,midLeft,high,3.528878058294224,0,0,0,0,0,0.03354117923564076,0.24854328887249297,0.0019339194698073422,0.3278936905356208
55,0,downRight,lowC,5.915323682765108,1,0,0,0,1,0.020651560045617454,0.1530299998704705,0.001190728977461726,0.5861790156682065
56,0,downLeft,lowB,3.3099599321351647,1,0,0,1,0,0.01271532313522714,0.0942217388632454,0.38502550880133674,0.36091489373425545
57,0,downLeft,lowB,6.410476424090129,1,0,0,1,0,0.007828921499204278,0.058013043729517155,0.6213555122111789,0.22221805461719124
58,0,downLeft,lowB,8.406844193677406,0,0,0,0,0,0.004820326718311754,0.03571907378665148,0.3825733311269315,0.1368213522221904
59,0,midLeft,high,3.3558123744843016,1,100,0,0,0,0.9999,0.021992506342622675,0.23555331981960895,0.08424195079988998
60,0,downLeft,lowB,5.279567193644224,1,0,0,1,0,0.6156460613546586,0.013540954004553454,0.5293243446657645,0.0518684120519904
61,0,midLeft,high,8.540008919622023,1,100,0,0,0,0.9999,0.008337268726760601,0.32590903887650136,0.031935777166245016
62,0,midRight,lowA,3.143813171738241,0,0,0,0,0,0.6156460613546586,0.005133319986084142,0.20066468261246162,0.019663101738872674
63,0,downRight,lowC,3.4853911648221088,1,0,0,0,1,0.37905797865936997,0.0031606242935352065,0.12355077658100275,0.3963990896938637
64,0,midRight,lowA,3.144571750865899,1,0,1,0,0,0.23338889047574693,0.3862383883819164,0.07607115609501323,0.24406594488908814
65,0,midLeft,high,5.062417867719558,1,100,0,0,0,0.9999,0.2378099235436521,0.0468375913917295,0.1502732650082711
66,0,midRight,lowA,5.043306513063807,1,0,1,0,0,0.6156460613546586,0.5307137528013235,0.02883826248990612,0.09252439616886382
67,0,downRight,lowC,3.9189143586316346,1,0,0,0,1,0.37905797865936997,0.3267645080696917,0.017755938312053698,0.44126034476039655
68,0,downLeft,lowB,3.2103359747040003,1,0,0,1,0,0.23338889047574693,0.20119140152375062,0.39522483461627517,0.2716873620199389
69,0,midLeft,high,5.046400418541564,1,100,0,0,0,0.9999,0.12387508143466419,0.2433429470757637,0.16727998234564723
70,0,downLeft,lowB,5.1628210367729945,1,0,0,1,0,0.6156460613546586,0.07627083306854546,0.5341204776187323,0.10299556183075761
71,0,downRight,lowC,4.127337179126087,1,0,0,0,1,0.37905797865936997,0.04696053402829149,0.3288620545402956,0.4477075213755951
72,0,midRight,lowA,3.543466224780929,1,0,1,0,0,0.23338889047574693,0.41320632709167965,0.20248287689442335,0.27565693786752854
73,0,downRight,lowC,5.546316736675736,1,0,0,0,1,0.14369932111743913,0.2544142892297403,0.12467025267707965,0.5540164483734085
74,0,midRight,lowA,5.268232634382152,0,0,0,0,0,0.08847676874216394,0.15664481959859441,0.0767604260713413,0.3411121555823437
75,0,midRight,lowA,4.624861430350356,1,0,1,0,0,0.05447582177967817,0.4807397788407112,0.04726198017674439,0.21002535760022745
76,0,downLeft,lowB,3.726872482029595,1,0,0,1,0,0.03354117923564076,0.29599515089488293,0.4133919297859546,0.12931421561274503
77,0,downLeft,lowB,6.5360398860773925,0,0,0,0,0,0.020651560045617454,0.1822464734758601,0.2545285662251471,0.079619749494103
78,0,midRight,lowA,4.779854954211695,0,0,0,0,0,0.01271532313522714,0.1122105446456541,0.15671518081684188,0.049022487430832165
79,0,downLeft,lowB,4.667355677185616,1,0,0,1,0,0.007828921499204278,0.06908888874243227,0.48078310077979125,0.030183519656565735
80,0,midRight,lowA,3.825096953804842,1,0,1,0,0,0.004820326718311754,0.4268309239753876,0.29602182454341275,0.018584223416727285
81,0,downLeft,lowB,5.685425862516427,1,0,0,1,0,0.0029679119497662346,0.26280305751556865,0.566555264526966,0.011442448194662634
82,0,midRight,lowA,5.458125165030998,1,0,1,0,0,0.0018273660389249002,0.5461022161383768,0.348832400385812,0.007045202683567131
83,0,midRight,lowA,7.553852259597838,0,0,0,0,0,0.0011251232168390623,0.33623930239288147,0.2147787712475412,0.004337785062089585
84,0,midRight,lowA,6.111236765864078,1,0,1,0,0,0.0006927469516808202,0.5913174725834153,0.13224092867400933,0.0026708073692154476
85,0,midRight,lowA,8.056868230601193,1,0,1,0,0,0.0004265295852762706,0.7483710487563879,0.08142174906294247,0.001644436481142602
86,0,midLeft,high,2.98087516262576,1,100,0,0,0,0.9999,0.46077776637536294,0.05013199231843974,0.0010124920919725544
87,0,midLeft,high,11.364891636819522,1,100,0,0,0,0.9999,0.283704387467536,0.0308666502837378,0.0006233991084864906
88,0,midRight,lowA,5.570764591707582,1,0,1,0,0,0.6156460613546586,0.5589713245112171,0.01900483215761059,0.0003838315889506085
89,0,midLeft,high,8.439019409268225,1,100,0,0,0,0.9999,0.3441629106365912,0.011701420206559975,0.00023632803876481891
90,0,downLeft,lowB,3.3766653491847904,0,0,0,0,0,0.6156460613546586,0.2119037307708498,0.007204653727797244,0.00014550897715094694
91,0,downRight,lowC,3.1916635933997557,0,0,0,0,0,0.37905797865936997,0.13047074430986266,0.004435960286971229,0.0001
92,0,downLeft,lowB,3.2730423485623126,1,0,0,1,0,0.23338889047574693,0.08033183303968165,0.3870236224865896,0.0001
93,0,downRight,lowC,3.2160566285754046,0,0,0,0,0,0.14369932111743913,0.04946092270455049,0.23829339817489867,0.0001
94,0,downRight,lowC,3.0427862049696937,0,0,0,0,0,0.08847676874216394,0.030453467600783796,0.14671906393958772,0.0001
95,0,downRight,lowC,3.3421433835899896,1,0,0,0,1,0.05447582177967817,0.018750432426256874,0.09033604744479398,0.3843539386453414
96,0,downLeft,lowB,3.870193346397633,1,0,0,1,0,0.03354117923564076,0.011544784350356756,0.4399129617492513,0.2366496534585004
97,0,downRight,lowC,5.15295389632292,1,0,0,0,1,0.020651560045617454,0.007108211835669605,0.2708577680165908,0.5299993656545775
98,0,midLeft,high,3.3253936144741174,1,100,0,0,0,0.9999,0.004376580277932354,0.16676919498622655,0.3263246544511533
99,0,midLeft,high,11.398694834823631,1,100,0,0,0,0.9999,0.0026946938796995005,0.10268106615517297,0.20092058029380186
100,1,midRight,lowB,3.123343573821816,1,0,1,0,0,0.6156460613546586,0.38595151147008194,0.06322151610573995,0.1237083347364452
101,1,downRight,high,4.134316928109694,1,0,0,0,100,0.37905797865936997,0.23763329123955723,0.03892596998036695,0.9999
102,1,downLeft,lowC,3.4918711273142415,1,0,0,1,0,0.23338889047574693,0.14631263106148407,0.4082593846866327,0.6156460613546586
103,1,midLeft,lowA,5.1555536904816455,0,0,0,0,0,0.14369932111743913,0.09008580361980192,0.2513684190353054,0.37905797865936997
104,1,midLeft,lowA,4.45336666957008,1,1,0,0,0,0.47276913662429354,0.05546651683418372,0.1547694540734405,0.23338889047574693
105,1,downLeft,lowC,4.5138927969498575,1,0,0,1,0,0.29108756564935373,0.03415115774180126,0.4795851019738631,0.14369932111743913
106,1,midLeft,lowA,5.652435102623696,1,1,0,0,0,0.5635172036670484,0.021027128467288332,0.2952842075353347,0.08847676874216394
107,1,downLeft,lowC,5.728599508555305,0,0,0,0,0,0.3469618431275221,0.012946563478832364,0.18180874022338273,0.05447582177967817
108,1,downRight,high,3.6425221226980113,1,0,0,0,100,0.21362705486729863,0.007971297943615573,0.11194102894127199,0.9999
109,1,midRight,lowB,3.1685326082193406,1,0,1,0,0,0.13153180810865883,0.3892003568638992,0.06892294586626857,0.6156460613546586
110,1,midRight,lowB,6.490698467276963,0,0,0,0,0,0.08098513811876443,0.23963363014410152,0.042436383797908386,0.37905797865936997
111,1,downRight,high,6.445365326415819,1,0,0,0,100,0.049863167627843125,0.14754425499183427,0.026128405383855333,0.9999
112,1,downLeft,lowC,3.508371358947325,1,0,0,1,0,0.030701132870035737,0.09084412387361755,0.400379826492039,0.6156460613546586
113,1,midRight,lowB,4.015583124228242,1,0,1,0,0,0.018902921822745822,0.4402257882841772,0.24651691491717714,0.37905797865936997
114,1,midLeft,lowA,3.178718742101193,1,1,0,0,0,0.3959310411177217,0.2710503777016737,0.15178234596065765,0.23338889047574693
115,1,downRight,high,5.007943836114875,0,0,0,0,0,0.24377776380855562,0.1668877862393519,0.09345354882873193,0.14369932111743913
116,1,midLeft,lowA,5.393523585486196,1,1,0,0,0,0.5343881975996848,0.10275408369482468,0.05754006326235032,0.08847676874216394
117,1,downRight,high,4.150532591357795,0,0,0,0,0,0.32902689177583855,0.06326647356218199,0.03542785610317418,0.05447582177967817
118,1,midRight,lowB,3.7641634687237127,1,0,1,0,0,0.20258436843840436,0.4232460185115485,0.021813201392298018,0.03354117923564076
119,1,midRight,lowB,6.717169772090646,1,0,1,0,0,0.12473274179530418,0.6448881717431915,0.013430554578162047,0.020651560045617454
120,1,downLeft,lowC,3.3111431759103085,1,0,0,1,0,0.07679890109835646,0.39706256920482297,0.39256166283947963,0.01271532313522714
121,1,downRight,high,3.362976462368431,0,0,0,0,0,0.047285669544523574,0.2444744542877396,0.2417032118871498,0.007828921499204278
122,1,midRight,lowB,5.373931116150453,1,0,1,0,0,0.02911414762836671,0.5348171552449423,0.14881851226632092,0.004820326718311754
123,1,downRight,high,3.02812492605216,1,0,0,0,100,0.017925802897391777,0.32929100427187896,0.0916286938028007,0.9999
124,1,downLeft,lowC,3.9693989911961958,1,0,0,1,0,0.011037053655764751,0.20274698451795414,0.4407088539775054,0.6156460613546586
125,1,downRight,high,8.315808981703215,0,0,0,0,0,0.0067955981719488,0.12483286575658807,0.2713478049358702,0.37905797865936997
126,1,midRight,lowB,4.279015130009514,1,0,1,0,0,0.004184101659275124,0.4611529160676065,0.16707091445744643,0.23338889047574693
127,1,downLeft,lowC,4.46570668436403,0,0,0,0,0,0.002576183325172739,0.28393536999623703,0.10286683713636162,0.14369932111743913
128,1,downRight,high,4.499750466116182,1,0,0,0,100,0.001586175735043649,0.17482117433489452,0.06333589671668383,0.9999
129,1,downLeft,lowC,3.5384555749774216,1,0,0,1,0,0.0009766205059465478,0.10763873129380332,0.423288762877621,0.6156460613546586
130,1,midRight,lowB,4.074627872981774,1,0,1,0,0,0.0006013126991941055,0.45056635625120894,0.26062212189348277,0.37905797865936997
131,1,downLeft,lowC,5.208176054697797,1,0,0,1,0,0.000370232818183208,0.27741714431940867,0.5447593974307009,0.23338889047574693
132,1,downLeft,lowC,7.845288473070675,1,0,0,1,0,0.00022795517181590903,0.17080785303780463,0.7197048865481444,0.14369932111743913
133,1,midLeft,lowA,3.172316262383766,1,1,0,0,0,0.3844327216211974,0.10516769874104388,0.44312779152021853,0.08847676874216394
134,1,downRight,high,3.782243053996409,1,0,0,0,100,0.2366981607380159,0.06475255476713367,0.27283716324253504,0.9999
135,1,downLeft,lowC,5.482638934876007,1,0,0,1,0,0.14573686407465886,0.03986864216925459,0.5522802916159477,0.6156460613546586
136,1,midRight,lowB,3.3864225116088282,0,0,0,0,0,0.08973129949169215,0.02454742726578642,0.3400431906162221,0.37905797865936997
137,1,midRight,lowB,3.164323603905451,1,0,1,0,0,0.055248245936889234,0.3994064061985326,0.20936718771211976,0.23338889047574693
138,1,midRight,lowB,6.667403279874782,1,0,1,0,0,0.03401676668446782,0.6302099404953364,0.12890897538940693,0.14369932111743913
139,1,downRight,high,4.204725741450584,1,0,0,0,100,0.02094438286759974,0.3880250701995276,0.07937023999575257,0.9999
140,1,downLeft,lowC,3.8296733398931617,1,0,0,1,0,0.012895616381579928,0.23890999717492156,0.43316123041054155,0.6156460613546586
141,1,midLeft,lowA,3.170504345783339,1,1,0,0,0,0.3922322973091326,0.14709870864985808,0.2667006755013378,0.37905797865936997
142,1,midLeft,lowA,6.561756783900749,0,0,0,0,0,0.24150041901635858,0.09056979759040062,0.1642096413971652,0.23338889047574693
143,1,midLeft,lowA,5.091535553959244,1,1,0,0,0,0.5329860190301653,0.05576451561578037,0.10110512947557322,0.14369932111743913
144,1,midLeft,lowA,7.7477076003006635,1,1,0,0,0,0.7124559276111229,0.03433463786599214,0.06225119986437589,0.08847676874216394
145,1,downRight,high,3.9670731696367603,1,0,0,0,100,0.4386645521777853,0.021140098580094593,0.03832853886499117,0.9999
146,1,midLeft,lowA,6.965799114518485,0,0,0,0,0,0.27008911271543024,0.013016120039488396,0.023599173907101482,0.6156460613546586
147,1,midLeft,lowA,5.288098952054718,1,1,0,0,0,0.5505882959329638,0.008014124448875361,0.014530191486279286,0.37905797865936997
148,1,midRight,lowB,3.0924731854419814,1,0,1,0,0,0.33900141596069844,0.38922672547004455,0.00894634979423626,0.23338889047574693
149,1,downRight,high,5.145890631152854,1,0,0,0,100,0.20872575910576688,0.23964986549615352,0.005508335847907404,0.9999
150,1,midLeft,lowA,5.018135057593643,1,1,0,0,0,0.5128064107831464,0.14755425122200283,0.003391524421825049,0.6156460613546586
151,1,downLeft,lowC,3.004091443465799,0,0,0,0,0,0.31573882091815497,0.09085027862882475,0.0020881874710318308,0.37905797865936997
152,1,downLeft,lowC,3.2200998925881534,1,0,0,1,0,0.19440280179520553,0.05593720993180245,0.38557808084533685,0.23338889047574693
153,1,midLeft,lowA,4.746741943136398,0,0,0,0,0,0.11969528877040568,0.03444096707439031,0.23740336715383514,0.14369932111743913
154,1,midRight,lowB,3.617319214903857,1,0,1,0,0,0.0736973028244912,0.405497934167352,0.14617106504709726,0.08847676874216394
155,1,downLeft,lowC,4.2682284423419405,1,0,0,1,0,0.045375991815541125,0.2496681728748684,0.47429100822642506,0.05447582177967817
156,1,midRight,lowB,5.385231534416552,0,0,0,0,0,0.027938344475746692,0.15372259953598033,0.2920245936098895,0.03354117923564076
157,1,downRight,high,3.38488312128452,1,0,0,0,100,0.01720185192245538,0.09464817776330209,0.17980177105172845,0.9999
158,1,downLeft,lowC,4.825574341085306,0,0,0,0,0,0.01059131151521724,0.058275605414914,0.11070532270485918,0.6156460613546586
159,1,midRight,lowB,3.728464425642866,1,0,1,0,0,0.006521151334057141,0.42017310290238163,0.06816211210545356,0.37905797865936997
160,1,midLeft,lowA,3.1438209447062517,1,1,0,0,0,0.38830749052870417,0.2587037862676437,0.041967932644601635,0.23338889047574693
161,1,downRight,high,5.045922094196302,1,0,0,0,100,0.23908388552706084,0.1592858956627785,0.025839976433489946,0.9999
162,1,midRight,lowB,4.659510597958755,1,0,1,0,0,0.1472057730354066,0.4823659095304331,0.01590987070384567,0.6156460613546586
163,1,midRight,lowB,7.214203029623405,1,0,1,0,0,0.09063571794971086,0.6812887398534955,0.009795828818366293,0.37905797865936997
164,1,downRight,high,6.298123636048569,1,0,0,0,100,0.05580510328411963,0.4194746768037635,0.006031366566388306,0.9999
165,1,downLeft,lowC,3.210105899794804,0,0,0,0,0,0.03435962800315849,0.2582737599882542,0.003713558427025834,0.6156460613546586
166,1,midLeft,lowA,3.482415906491816,1,1,0,0,0,0.4054478530804052,0.15902112520054718,0.0022864662658354396,0.37905797865936997
167,1,downLeft,lowC,3.065090895849127,0,0,0,0,0,0.2496373375674105,0.09791052045394831,0.0014077947304549276,0.23338889047574693
168,1,midLeft,lowA,5.3276685698264945,1,1,0,0,0,0.5379959818839695,0.06028425470812883,0.0008667899599964191,0.14369932111743913
169,1,midLeft,lowA,7.372086676165491,1,1,0,0,0,0.7155405999768372,0.03711747572033258,0.0005336891938129387,0.08847676874216394
170,1,midLeft,lowA,9.298022675519011,1,1,0,0,0,0.8248561763780683,0.02285351308595852,0.00032859650980945974,0.05447582177967817
171,1,midRight,lowB,3.094363256302855,1,0,1,0,0,0.5078702431955409,0.39836345030985987,0.00020231937897697902,0.03354117923564076
172,1,downRight,high,3.4370155869641414,1,0,0,0,100,0.3126995848610534,0.24527541671258873,0.0001245695857614738,0.9999
173,1,downLeft,lowC,3.065172570570006,0,0,0,0,0,0.19253152095904028,0.15101794604083194,0.0001,0.6156460613546586
174,1,midRight,lowB,4.673543947990023,0,0,0,0,0,0.11854312687774282,0.09298290196410494,0.0001,0.37905797865936997
175,1,downRight,high,6.341475577212733,1,0,0,0,100,0.07298790795374331,0.057250282395767134,0.0001,0.9999
176,1,downLeft,lowC,3.2700106442611854,0,0,0,0,0,0.04493921197943637,0.03524943581197718,0.0001,0.6156460613546586
177,1,downRight,high,8.407289899095545,0,0,0,0,0,0.027669415797101804,0.02170334665728333,0.0001,0.37905797865936997
178,1,downRight,high,6.272678296010435,1,0,0,0,100,0.01703627048251835,0.013362916179389216,0.0001,0.9999
179,1,midLeft,lowA,3.232241956363292,0,0,0,0,0,0.010489361758910944,0.008227649479001314,0.0001,0.6156460613546586
180,1,midRight,lowB,3.2172999418710813,1,0,1,0,0,0.006458380091006797,0.3893581944607414,0.0001,0.37905797865936997
181,1,midLeft,lowA,3.4569181093816748,1,1,0,0,0,0.38826884179528065,0.2397308119571124,0.0001,0.23338889047574693
182,1,downLeft,lowC,3.1186647947457486,1,0,0,1,0,0.23906008920692026,0.14760409057580814,0.3843539386453414,0.14369932111743913
183,1,downRight,high,4.554834274623224,0,0,0,0,0,0.14719112145947974,0.0908809650993425,0.2366496534585004,0.08847676874216394
184,1,downRight,high,3.8147476193231293,1,0,0,0,100,0.09062669686259013,0.05595610382590299,0.1457069977724479,0.9999
185,1,midRight,lowB,3.578241529531005,0,0,0,0,0,0.0557995489319294,0.03445260018918844,0.0897129105814777,0.6156460613546586
186,1,downLeft,lowC,3.904267439559675,1,0,0,1,0,0.034356208146123494,0.02121272888278891,0.43952929162665355,0.37905797865936997
187,1,midLeft,lowA,3.4845813432555435,1,1,0,0,0,0.405445747448328,0.013060839071180318,0.2706215393938918,0.23338889047574693
188,1,downLeft,lowC,5.244635998354447,1,0,0,1,0,0.24963604111367013,0.008041658297988998,0.5509161151024358,0.14369932111743913
189,1,downRight,high,4.499352881522194,1,0,0,0,100,0.15370281576537717,0.00495131038895583,0.33920325672529683,0.9999
190,1,midLeft,lowA,4.4199673779547055,1,1,0,0,0,0.47892836462687927,0.0030485595954646057,0.2088500340050026,0.6156460613546586
191,1,midRight,lowB,3.1168857226887963,1,0,1,0,0,0.29487984933849987,0.3861693892920234,0.12859055990495688,0.37905797865936997
192,1,downLeft,lowC,4.303418087704969,1,0,0,1,0,0.1815597737954821,0.2377674402773958,0.4634665570339218,0.23338889047574693
193,1,midRight,lowB,5.01095849004,1,0,1,0,0,0.11178773841147246,0.5306875955300522,0.28535989639717796,0.14369932111743913
194,1,downLeft,lowC,5.637878798882977,0,0,0,0,0,0.06882856371713961,0.32674840283813456,0.17569826611210726,0.08847676874216394
195,1,downRight,high,3.868644574230658,1,0,0,0,100,0.04237827198835399,0.20118148540976385,0.10817876339510103,0.9999
196,1,midLeft,lowA,3.4589743824540045,1,1,0,0,0,0.4103849933813261,0.12386897600760159,0.06660649025543701,0.6156460613546586
197,1,downRight,high,8.519535784652078,1,0,0,0,100,0.2526771725315242,0.07626707391050568,0.04101012439885713,0.9999
198,1,midRight,lowB,3.9407779520986215,1,0,1,0,0,0.15557526358962337,0.43125058736812566,0.025250246586479626,0.6156460613546586
199,1,midLeft,lowA,4.710094424580613,1,1,0,0,0,0.48008124504301014,0.26552427799786943,0.01554676953615371,0.37905797865936997
200,2,midLeft,lowA,7.054270305133019,1,1,0,0,0,0.6798820544917605,0.16348532447587533,0.009572264658187443,0.23338889047574693
201,2,midLeft,lowA,8.869874890313538,1,1,0,0,0,0.8029009377726845,0.10065916201906291,0.005893716406698167,0.14369932111743913
202,2,downLeft,lowB,3.2689698376613294,1,0,0,1,0,0.49435223522123717,0.0619766142977263,0.387921174055272,0.08847676874216394
203,2,downLeft,lowB,6.537169545652573,1,0,0,1,0,0.30437644418024445,0.03815947443593561,0.6231383954080854,0.05447582177967817
204,2,downLeft,lowB,8.514525968001273,1,0,0,1,0,0.18740689971867547,0.023495079647812323,0.7679634338005711,0.03354117923564076
205,2,midLeft,lowA,4.92824070801164,1,1,0,0,0,0.49968022635046644,0.014466099856375293,0.47284094737845855,0.020651560045617454
206,2,downRight,lowC,3.4771798239913325,1,0,0,0,1,0.3076569289823672,0.008906888088549496,0.2911317800787613,0.3970076910173568
207,2,midRight,high,3.2890367139902033,0,0,0,0,0,0.1894267192483891,0.005484038974539675,0.17925205894655472,0.24444066536887987
208,2,downRight,lowC,5.169821488577804,1,0,0,0,1,0.11663147676828228,0.0033765646514559372,0.11036686076623613,0.5347963511497194
209,2,midLeft,lowA,4.235089370937341,1,1,0,0,0,0.4561032582735391,0.0020789766262408376,0.06795371850666193,0.32927819503167083
210,2,midRight,high,3.2599193780502973,0,0,0,0,0,0.28082625715284626,0.0012800417757711448,0.041839623115341125,0.20273909777099636
211,2,downLeft,lowB,3.4486979782048857,1,0,0,1,0,0.17290686982810313,0.0007881314907720056,0.4100533431591804,0.12482800982629358
212,2,downRight,lowC,4.277900888397655,0,0,0,0,0,0.10646007939877422,0.0004852585739807588,0.25247297295855553,0.07685755835213348
213,2,downRight,lowC,3.809477698126211,1,0,0,0,1,0.06554828340169974,0.0002987774075505874,0.15544953635407133,0.4316141531454828
214,2,downRight,lowC,6.882055936428288,1,0,0,0,1,0.04035857836265165,0.0001839595301332881,0.09571146594238607,0.6500404961038947
215,2,midRight,high,3.2474767951705887,1,0,100,0,0,0.024849084719311767,0.9999,0.05893028006191672,0.40023489463685474
216,2,downLeft,lowB,3.773551055081617,1,0,0,1,0,0.015299771112823804,0.6156460613546586,0.4205761910790953,0.24642767926780318
217,2,downLeft,lowB,6.74737280111369,0,0,0,0,0,0.009420185843822138,0.37905797865936997,0.25895197073446274,0.1517274028902811
218,2,downLeft,lowB,5.150959046238206,1,0,0,1,0,0.0058000803200100115,0.23338889047574693,0.5437310726153017,0.09341971996096911
219,2,midLeft,lowA,3.2382824557418664,1,1,0,0,0,0.38786352160205645,0.14369932111743913,0.33477937122887724,0.05751923457028284
220,2,downRight,lowC,3.748082626731796,1,0,0,0,1,0.23881053047050063,0.08847676874216394,0.2061262139412415,0.4197073996006308
221,2,midRight,high,4.0348113833287185,1,0,100,0,0,0.1470374662408045,0.9999,0.12691348310318337,0.2584170491904532
222,2,midLeft,lowA,4.32850042496111,1,1,0,0,0,0.47482445805386664,0.6156460613546586,0.0781416001652924,0.15910934945594118
223,2,downLeft,lowB,3.796148816351684,1,0,0,1,0,0.2923530427399973,0.37905797865936997,0.4324047474898032,0.09796484080133232
224,2,midLeft,lowA,5.50875693738263,1,1,0,0,0,0.5642963675700279,0.23338889047574693,0.26623490319347237,0.06031770016059246
225,2,midLeft,lowA,7.955384421901839,1,1,0,0,0,0.7317339481713869,0.14369932111743913,0.1639228618323833,0.03713806834067407
226,2,downLeft,lowB,4.729746686306042,1,0,0,1,0,0.45053417656886513,0.08847676874216394,0.48522092499093117,0.022866192119468078
227,2,midRight,high,3.8988263426307004,0,0,0,0,0,0.2773973310433905,0.05447582177967817,0.298754226780209,0.01407888900543
228,2,midRight,high,3.6870836970426812,1,0,100,0,0,0.17079565385254297,0.9999,0.18394525755604774,0.008668479412383624
229,2,downLeft,lowB,4.837331382455731,0,0,0,0,0,0.10516018760957266,0.6156460613546586,0.11325649896914596,0.005337248933061229
230,2,midRight,high,8.198775696726251,1,0,100,0,0,0.06474793010616099,0.9999,0.06973289080225288,0.0032861849025987593
231,2,midRight,high,11.37094025596108,1,0,100,0,0,0.03986579473019776,0.9999,0.04293507307658914,0.002023329125080577
232,2,downLeft,lowB,3.4804276424486464,0,0,0,0,0,0.02454567407582714,0.6156460613546586,0.02643545217879443,0.0012457791845984843
233,2,midRight,high,8.494291229881249,0,0,0,0,0,0.015112958863964524,0.37905797865936997,0.016276509664970715,0.0007670357518908641
234,2,downRight,lowC,3.2101704395153456,1,0,0,0,1,0.009305164116426377,0.23338889047574693,0.01002157122496275,0.3847646376486761
235,2,midLeft,lowA,3.2427494961147585,1,1,0,0,0,0.3900216284467227,0.14369932111743913,0.0061703578890224,0.23690252396935677
236,2,midLeft,lowA,6.291693681052915,1,1,0,0,0,0.6244316612078171,0.08847676874216394,0.003799136445169803,0.14586269207591968
237,2,downRight,lowC,4.396575628520127,1,0,0,0,1,0.3844673395416933,0.05447582177967817,0.002339157304748203,0.4741011406345322
238,2,downRight,lowC,7.108206112344155,1,0,0,0,1,0.23671947525587328,0.03354117923564076,0.0014402370052577357,0.6762000585665989
239,2,downRight,lowC,8.825155714682593,1,0,0,0,1,0.14574998758597854,0.020651560045617454,0.0008867649161957733,0.8006339047801355
240,2,midLeft,lowA,4.482238014493645,0,0,0,0,0,0.08973937973777185,0.01271532313522714,0.0005459879267961014,0.49295640570546173
241,2,midLeft,lowA,3.7643601163586755,1,1,0,0,0,0.4395455888881995,0.007828921499204278,0.00033616893357257273,0.30351702129424607
242,2,midRight,high,3.3658022903149023,1,0,100,0,0,0.27063157374220825,0.9999,0.00020698177808155843,0.1868777464885495
243,2,midLeft,lowA,5.514896007254581,1,1,0,0,0,0.5509222933272775,0.6156460613546586,0.00012744026047414286,0.11506205478598848
244,2,downLeft,lowB,3.1938195200531214,1,0,0,1,0,0.33920706070548484,0.37905797865936997,0.3843708338231426,0.07084458529889764
245,2,midRight,high,6.321686862471986,0,0,0,0,0,0.20885237614463678,0.23338889047574693,0.23666005594841857,0.04361955186275676
246,2,downLeft,lowB,5.247781292833646,1,0,0,1,0,0.1285920019782051,0.14369932111743913,0.5300057705470131,0.02685689099146061
247,2,midRight,high,4.516930086853973,1,0,100,0,0,0.07917507704729718,0.9999,0.3263285979923088,0.016535992758399974
248,2,midRight,high,11.46967701046801,1,0,100,0,0,0.04874869921154129,0.9999,0.20092300836218888,0.0101813369459927
249,2,downRight,lowC,3.0880952234685677,1,0,0,0,1,0.030014946160364382,0.6156460613546586,0.12370982971668239,0.390561094744941
250,2,downLeft,lowB,4.234796115833915,0,0,0,0,0,0.018480431428543317,0.37905797865936997,0.07616908632456347,0.24047144684277086
251,2,midRight,high,6.519261460296398,1,0,100,0,0,0.01137854267538508,0.9999,0.04689788778147864,0.14806010512752077
252,2,downRight,lowC,4.418789612165237,0,0,0,0,0,0.007005855567613485,0.6156460613546586,0.028875387437263818,0.09116173673918877
253,2,downRight,lowC,3.8753007442539396,1,0,0,0,1,0.004313558742495097,0.37905797865936997,0.017778796425483807,0.4404213449495682
254,2,downLeft,lowB,3.3227434605175405,1,0,0,1,0,0.0026558910393429946,0.23338889047574693,0.3952389085311699,0.27117078343306644
255,2,midLeft,lowA,3.2553859550209845,1,1,0,0,0,0.38592762026512656,0.14369932111743913,0.24335161249257817,0.16696192096712117
256,2,midRight,high,4.496019998318853,1,0,100,0,0,0.2376185812423257,0.9999,0.14983344509987087,0.10279972901251719
257,2,downLeft,lowB,4.348456786655904,1,0,0,1,0,0.1463035740039202,0.6156460613546586,0.47654596357663404,0.0632945777326557
258,2,midLeft,lowA,4.3501807685900165,1,1,0,0,0,0.4743725950024649,0.37905797865936997,0.2934129868290982,0.03897095458167393
259,2,downLeft,lowB,5.8729826732314265,1,0,0,1,0,0.2920748272105772,0.23338889047574693,0.5649489832353056,0.02399471416685553
260,2,midRight,high,5.10431697439884,1,0,100,0,0,0.17983270026306064,0.9999,0.3478434007352085,0.014773728643019738
261,2,downRight,lowC,3.2434563775614578,1,0,0,0,1,0.11072436605633179,0.6156460613546586,0.2141698366145027,0.39338866536247524
262,2,downRight,lowC,6.401374814636922,1,0,0,0,1,0.06817383724229635,0.37905797865936997,0.13186600297298662,0.6265047715344686
263,2,downRight,lowC,8.432972193266771,1,0,0,0,1,0.041975151900843374,0.23338889047574693,0.08119090444734564,0.7700361372741646
264,2,downRight,lowC,9.601193908946064,1,0,0,0,1,0.0258444213846562,0.14369932111743913,0.049989859526783455,0.8584094946083969
265,2,downRight,lowC,10.327316506019045,1,0,0,0,1,0.01591260749420312,0.08847676874216394,0.030779138039140806,0.9128216451949634
