Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight,simulated_RS
928,9,downLeft,lowA,6.018770455699626,1,0,0,1,0,0.000256085202043,0.0001,0.960004,0.0384001599999999,6.002509994701173
929,9,downRight,lowB,3.999699100383288,1,0,0,0,1,0.0001,0.0001,0.1920007999999999,0.807680032,4.05520895238198
930,9,midLeft,lowC,4.020631134948315,0,0,0,0,0,0.0001,0.0001,0.0384001599999999,0.1615360064,4.045882424578377
931,9,downLeft,lowA,4.099060858031833,1,0,0,1,0,0.0001,0.0001,0.807680032,0.03230720128,4.193591235447678
932,9,downLeft,lowA,6.11377299533624,1,0,0,1,0,0.0001,0.0001,0.9615360064,0.0064614402559999,5.974360983447095
933,9,midLeft,lowC,4.052292982927921,0,0,0,0,0,0.0001,0.0001,0.19230720128,0.0012922880511999,4.209846515250172
934,9,downLeft,lowA,4.555989683401862,1,0,0,1,0,0.0001,0.0001,0.838461440256,0.0002584576102399,4.600601824175226
935,9,downRight,lowB,3.996677011566138,1,0,0,0,1,0.0001,0.0001,0.1676922880511999,0.800051691522048,3.8556107413677236
936,9,midLeft,lowC,4.084656545267322,1,1,0,0,0,0.8000200000000001,0.0001,0.0335384576102399,0.1600103383044095,4.252351727953764
937,9,downRight,lowB,4.234523795960703,1,0,0,0,1,0.1600039999999999,0.0001,0.0067076915220479,0.8320020676608819,4.270770464769347
938,9,midLeft,lowC,4.331264953082395,0,0,0,0,0,0.0320007999999999,0.0001,0.0013415383044095,0.1664004135321763,4.279381878733127
939,9,midRight,high,4.051209575364463,1,0,100,0,0,0.0064001599999999,0.9999,0.0002683076608819,0.0332800827064352,4.1801681689075565
940,9,midLeft,lowC,4.024576367247342,1,1,0,0,0,0.8012800320000001,0.1999799999999999,0.0001,0.006656016541287,3.8352232044918835
941,9,midLeft,lowC,6.144187510403208,0,0,0,0,0,0.1602560063999999,0.0399959999999999,0.0001,0.0013312033082574,6.102803593357742
942,9,midRight,high,3.9142713362604846,1,0,100,0,0,0.0320512012799999,0.9999,0.0001,0.0002662406616514,4.224428165220361
943,9,downLeft,lowA,4.098800430872911,1,0,0,1,0,0.0064102402559999,0.1999799999999999,0.8000200000000001,0.0001,3.8378811355744187
944,9,midLeft,lowC,3.852426357284205,0,0,0,0,0,0.0012820480511999,0.0399959999999999,0.1600039999999999,0.0001,4.158660247414926
945,9,midRight,high,4.021926393755835,1,0,100,0,0,0.0002564096102399,0.9999,0.0320007999999999,0.0001,3.9252260911819468
946,9,midLeft,lowC,3.941302593671272,0,0,0,0,0,0.0001,0.1999799999999999,0.0064001599999999,0.0001,3.9148322958024204
947,9,downRight,lowB,4.006503669129942,1,0,0,0,1,0.0001,0.0399959999999999,0.0012800319999999,0.8000200000000001,4.2005810723858765
948,9,downLeft,lowA,3.88248837178049,0,0,0,0,0,0.0001,0.0079991999999999,0.0002560063999999,0.1600039999999999,3.9876918864380215
949,9,midLeft,lowC,4.087270405681346,1,1,0,0,0,0.8000200000000001,0.0015998399999999,0.0001,0.0320007999999999,4.118750848699291
950,9,midLeft,lowC,6.109218569574334,1,1,0,0,0,0.960004,0.0003199679999999,0.0001,0.0064001599999999,5.787021127976531
951,9,midRight,high,4.071263839741575,1,0,100,0,0,0.1920007999999999,0.9999,0.0001,0.0012800319999999,4.033561704646146
952,9,downRight,lowB,4.130162438876915,0,0,0,0,0,0.0384001599999999,0.1999799999999999,0.0001,0.0002560063999999,3.907307747340745
953,9,downLeft,lowA,3.9403166723678726,0,0,0,0,0,0.0076800319999999,0.0399959999999999,0.0001,0.0001,4.017229898182753
954,9,midRight,high,4.049643710845686,1,0,100,0,0,0.0015360063999999,0.9999,0.0001,0.0001,4.0980972493561625
955,9,downLeft,lowA,3.922631976728245,1,0,0,1,0,0.0003072012799999,0.1999799999999999,0.8000200000000001,0.0001,3.9540203223285006
956,9,downRight,lowB,4.0324634331212525,1,0,0,0,1,0.0001,0.0399959999999999,0.1600039999999999,0.8000200000000001,4.056988102636998
957,9,midRight,high,4.240711049353507,0,0,0,0,0,0.0001,0.0079991999999999,0.0320007999999999,0.1600039999999999,4.062269630950121
958,9,midRight,high,3.986564032860712,1,0,100,0,0,0.0001,0.9999,0.0064001599999999,0.0320007999999999,4.101821774440219
959,9,downRight,lowB,3.966346679310033,1,0,0,0,1,0.0001,0.1999799999999999,0.0012800319999999,0.80640016,3.9472912004647007
960,9,midLeft,lowC,3.982947676288052,1,1,0,0,0,0.8000200000000001,0.0399959999999999,0.0002560063999999,0.1612800319999999,3.9476458851489005
961,9,downRight,lowB,4.476788687082012,1,0,0,0,1,0.1600039999999999,0.0079991999999999,0.0001,0.8322560064000001,4.38551420961231
962,9,midRight,high,3.931858434234213,1,0,100,0,0,0.0320007999999999,0.9999,0.0001,0.16645120128,4.004992549680564
963,9,downLeft,lowA,4.085874335718019,1,0,0,1,0,0.0064001599999999,0.1999799999999999,0.8000200000000001,0.033290240256,4.067192626738756
964,9,downLeft,lowA,5.975390094181896,1,0,0,1,0,0.0012800319999999,0.0399959999999999,0.960004,0.0066580480511999,5.810303611146343
965,9,downLeft,lowA,6.496208804867581,1,0,0,1,0,0.0002560063999999,0.0079991999999999,0.9920008,0.0013316096102399,6.499995040201353
966,9,midLeft,lowC,3.887158097061069,1,1,0,0,0,0.8000512012800001,0.0015998399999999,0.1984001599999999,0.0002663219220479,3.9449616561503107
967,9,downLeft,lowA,4.484639097767205,1,0,0,1,0,0.1600102402559999,0.0003199679999999,0.8396800320000001,0.0001,4.594536971811892
968,9,downRight,lowB,3.9784216006069193,1,0,0,0,1,0.0320020480511999,0.0001,0.1679360063999999,0.8000200000000001,4.183065519826718
969,9,midRight,high,4.153607258000062,1,0,100,0,0,0.0064004096102399,0.9999,0.0335872012799999,0.1600039999999999,4.057804085253294
970,9,downRight,lowB,4.373579399337422,1,0,0,0,1,0.0012800819220479,0.1999799999999999,0.0067174402559999,0.8320008,4.474349889321708
971,9,midLeft,lowC,3.9108545050848513,1,1,0,0,0,0.8002560163844097,0.0399959999999999,0.0013434880511999,0.1664001599999999,4.062570413951022
972,9,downRight,lowB,4.695067916026041,1,0,0,0,1,0.1600512032768819,0.0079991999999999,0.0002686976102399,0.833280032,4.378169771786205
973,9,downRight,lowB,6.02883868465336,0,0,0,0,0,0.0320102406553763,0.0015998399999999,0.0001,0.1666560064,6.0248271097152895
