Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight
353,3,downRight,high,0.15163208881611104,1,0,0,0,1,2.076795750373705e-05,0.17279815536805332,0.048809654310618594,0.7783714223638244
354,3,downRight,high,3.6375107505410944,1,0,0,0,1,4.613556085367541e-06,0.03838673018736267,0.010842957360102443,0.9507656988964496
355,3,downRight,high,4.249562854572149,1,0,0,0,1,1.0248913379662782e-06,0.008527527688815865,0.00240873913109076,0.9890627082887554
356,3,midLeft,lowB,0.2886262266873298,1,1,0,0,0,0.7778524269349215,0.001894371521840666,0.0005350961005340567,0.21971810544270376
357,3,downRight,high,1.128587784721143,1,0,0,0,1,0.17279820594575857,0.00042083046736600405,0.00011887042191949373,0.8266620931649559
359,3,downLeft,lowC,0.4919846617105673,1,0,0,1,0,0.03838674142308865,9.348656281076896e-05,0.7778786060603675,0.18364116595373303
362,3,downRight,high,1.0454565561484268,1,0,0,0,1,0.008527530184807681,2.0767834327381854e-05,0.1728040215809018,0.8186476803999632
363,3,downRight,high,3.568844850544427,1,0,0,0,1,0.0018943720763197587,4.613528722011131e-06,0.038388033353645656,0.9597129810413125
366,3,downRight,high,4.240794379795887,1,0,0,0,1,0.000420830590542315,1.0248852592568307e-06,0.008527817184339634,0.9910503273398588
367,3,midLeft,lowB,0.2450437035769173,1,1,0,0,0,0.7779456858477389,2.2767600635724552e-07,0.0018944358326345957,0.2201596506436202
369,3,downRight,high,1.0108643704191849,1,0,0,0,1,0.17281892320814063,5.0577724094082804e-08,0.0004208447538674395,0.8267601814602679
372,3,downRight,high,3.718728650072529,1,0,0,0,1,0.038391343717364246,1.1235730174058172e-08,9.348973652564314e-05,0.96151515531038
373,3,downRight,high,4.3291700580665795,1,0,0,0,1,0.008528552574359374,2.495992747902442e-09,2.076853936116134e-05,0.9914506763902867
374,3,midRight,lowA,0.029201552192541752,1,0,1,0,0,0.0018945991979101694,0.7778521998120441,4.613685343714693e-06,0.2202485873047021
377,3,downLeft,lowC,0.1733695608991609,1,0,0,1,0,0.00042088104510412585,0.17279815549091093,0.7778532241776172,0.048927739286367816
379,3,downRight,high,0.5912085579808651,1,0,0,0,1,9.349779854405922e-05,0.03838673021465522,0.1727983830514701,0.7887213889353306
380,3,midLeft,lowB,0.17880484160419846,1,1,0,0,0,0.7778729695878855,0.008527527694878845,0.03838678076673299,0.17521272195050264
381,3,midRight,lowA,0.1279855375721854,1,0,1,0,0,0.17280276945093598,0.7797465707807523,0.008527538924911746,0.038923120843399966
382,3,midRight,lowA,3.4474151352972005,1,0,1,0,0,0.03838775519572751,0.9510711850929645,0.0018943740179146549,0.008646685693393344
383,3,downRight,high,0.19744904036764613,1,0,0,0,1,0.008527755392169859,0.2112783721179036,0.00042083102186335123,0.7797730414680633
385,3,midLeft,lowB,0.21233273719427248,1,1,0,0,0,0.7797466213632047,0.04693502571043412,9.348668599113515e-05,0.17322486624037003
387,3,downRight,high,1.016601974294193,1,0,0,0,1,0.17321899707218025,0.010426512739362591,2.0767861691629305e-05,0.8163337223267655
390,3,downRight,high,3.6970698764465757,1,0,0,0,1,0.038480219246395164,0.002316226874462384,4.613534800918521e-06,0.9591989403443415
391,3,downRight,high,4.249490185467049,1,0,0,0,1,0.008548296077673413,0.0005145447061823431,1.0248866096727383e-06,0.9909361343295345
392,3,downRight,high,4.219223976204268,1,0,0,0,1,0.0018989851737503342,0.00011430497486207005,2.276763063491694e-07,0.9979864821750812
393,3,downRight,high,4.462797898773248,1,0,0,0,1,0.0004218553799911281,2.5392598779528205e-05,5.057779073662893e-08,0.9995527014434387
394,3,downRight,high,4.3075574784127495,1,0,0,0,1,9.371424489639342e-05,5.640909974007235e-06,1.1235744978553229e-08,0.9999006336093846
395,3,downRight,high,4.521716237646413,1,0,0,0,1,2.0818413401971783e-05,1.2531157449117745e-06,2.4959960366884596e-09,0.9999779259748571
396,3,downRight,high,4.48313531863315,1,0,0,0,1,4.624764752194871e-06,2.7837690680786914e-07,5.544800302121758e-10,0.999995096303861
397,3,downLeft,lowC,0.23096424681484468,1,0,0,1,0,1.0273813186512244e-06,6.184081762485e-08,0.7778521993807413,0.22214671139712241
398,3,downRight,high,1.1628800955534508,1,0,0,0,1,2.2823050046223254e-07,1.3737801631474457e-08,0.1727981553950979,0.8272016026366
402,4,midLeft,high,0.11824818599642786,1,1,0,0,0,0.7778522499584685,3.0518224194678887e-09,0.03838673019337058,0.1837610167963385
403,4,midLeft,high,3.3467498642549725,1,1,0,0,0,0.9506503658883936,6.779556387412491e-10,0.00852752769015051,0.04082210574350029
404,4,midLeft,high,4.121153122500609,1,1,0,0,0,0.9890370873146629,1.5060635414730147e-10,0.0018943715221371546,0.009068541012593726
405,4,midLeft,high,4.229818540050108,1,1,0,0,0,0.997564613057221,3.345687035165937e-11,0.00042083046743186846,0.0020145564418902724
406,4,downLeft,lowB,0.16399826988071475,1,0,0,1,0,0.22160678488913998,7.432370168345913e-12,0.7779456858203901,0.00044752928303742954
407,4,midLeft,high,1.3164809356724263,1,1,0,0,0,0.8270816591502892,1.651084687201728e-12,0.17281892320206516,9.941764599460381e-05
408,4,downRight,lowC,0.3105542808930369,1,0,0,0,1,0.18373437161464112,3.667848321013754e-13,0.038391343716014575,0.7778742846689775
409,4,downLeft,lowB,0.3676567449123198,1,0,0,1,0,0.04081618657498584,8.148044379700392e-14,0.7863807518316244,0.17280306159330838
410,4,midLeft,high,0.5159579053035857,1,1,0,0,0,0.7869194253398908,1.8100701393022014e-14,0.1746927545655781,0.038387820094513025
411,4,downRight,lowC,0.6379292780691924,1,0,0,0,1,0.17481241970075767,4.021031006355375e-15,0.03880761123238119,0.7863799690668571
412,4,midLeft,high,0.9183980202307042,1,1,0,0,0,0.8166863938365516,8.932631947789877e-16,0.008621025487340908,0.1746925806761066
413,4,midLeft,high,3.6243388436141335,1,1,0,0,0,0.959277285544625,1.9843645420431365e-16,0.0019151418521572636,0.038807572603217516
414,4,midLeft,high,4.159974472970495,1,1,0,0,0,0.9909535385434763,4.408222188861524e-17,0.0004254445505665302,0.008621016905957153
419,4,downLeft,lowB,0.3355439622887343,1,0,0,1,0,0.22013814922536734,9.792768644395913e-18,0.777946710828811,0.001915139945821735
420,4,midLeft,high,1.2636709250622529,1,1,0,0,0,0.8267554049674902,2.1754420175320314e-18,0.17281915090543157,0.0004254441270782851
421,4,midLeft,high,3.66040300476398,1,1,0,0,0,0.9615140942230141,4.83269659837427e-19,0.03839139429981667,9.451147716922615e-05
422,4,midRight,lowA,0.17011731565867033,1,0,1,0,0,0.21359824141449724,0.7778521992575648,0.008528563811139936,2.0995516798062472e-05
424,4,midLeft,high,1.1050945547419533,1,1,0,0,0,0.825302578830247,0.17279815536773457,0.0018946016941362581,4.664107882140434e-06
425,4,midRight,lowA,0.9202617772088958,1,0,1,0,0,0.18333915283419966,0.8162389294448567,0.0004208815996352617,1.036121308442955e-06
426,4,midLeft,high,0.9755652860451633,1,1,0,0,0,0.8185805888496634,0.18132568305653463,9.34979217319315e-05,2.3017206997297684e-07
427,4,downLeft,lowB,0.2568493272883629,1,0,0,1,0,0.1818458775434003,0.04028110170912902,0.7778729696152515,5.113221913683072e-08
428,4,downRight,lowC,0.3330700535580843,1,0,0,0,1,0.040396661770344566,0.008948358156165362,0.17280276945701523,0.7778522106164748
430,4,midLeft,high,0.5300865839304676,1,1,0,0,0,0.7868262288271829,0.0019878580846477687,0.038387755197077995,0.17279815789109146
431,4,midLeft,high,3.5007834201635957,1,1,0,0,0,0.9526439155579876,0.0004415983016925714,0.008527755392469864,0.03838673074785004
432,4,downRight,lowC,0.3934347490043439,1,0,0,0,1,0.21162775073186912,9.810009153259915e-05,0.001894422105706623,0.7863797270708917
433,4,downRight,lowC,3.435773846074943,1,0,0,0,1,0.04701263940115302,2.179271958659849e-05,0.0004208417044605794,0.9525447261747998
434,4,midLeft,high,0.2758356787848566,1,1,0,0,0,0.7882959537076282,4.841204728359448e-06,9.348905910661564e-05,0.21160571602853695
435,4,midRight,lowA,0.1059849429976634,1,0,1,0,0,0.17511821245031012,0.7778532747205481,2.0768388874014196e-05,0.04700774444026776
436,4,midLeft,high,0.9642624815585011,1,1,0,0,0,0.8167543250233477,0.17279839427947108,4.613651913325915e-06,0.010442667045267917
437,4,downLeft,lowB,0.06552663838698494,1,0,0,1,0,0.18144017705080884,0.038386783261008695,0.7778532241701906,0.002319815517991772
438,4,downLeft,lowB,3.6169541829292724,1,0,0,1,0,0.040306536298155254,0.008527539479009607,0.9506505823073851,0.0005153419154500453
439,4,midLeft,high,0.3439195328831649,1,1,0,0,0,0.7868062076517451,0.001894374141006276,0.21118493613410105,0.00011448207314762159
440,4,downLeft,lowB,1.1350889298759546,1,0,0,1,0,0.174787268640331,0.00042083104920788406,0.8247664683696869,2.543194077417874e-05
441,4,midRight,lowA,0.14328957868141834,1,0,1,0,0,0.038828607326226755,0.7779456859496304,0.18322005707443123,5.649649711595674e-06
442,4,midRight,lowA,3.5623255885227896,1,0,1,0,0,0.00862568972341288,0.9506711224883404,0.04070193273098835,1.2550572583961122e-06
444,4,downLeft,lowB,0.36315648634348185,1,0,0,1,0,0.001916178001942796,0.21118949909012708,0.7868940440997204,2.788082097585265e-07
445,4,midLeft,high,0.23641835666216124,1,1,0,0,0,0.7782778739865275,0.046915282762768275,0.1748067813140737,6.193663062679223e-08
446,4,midLeft,high,3.5149356864415053,1,1,0,0,0,0.95074491733017,0.010422126886958455,0.03883294202378529,1.3759086279138449e-08
449,4,midLeft,high,4.347447456159926,1,1,0,0,0,0.9890580917095104,0.002315252566996424,0.008626652666942392,3.056550757136023e-09
451,4,downLeft,lowB,0.3069477274194373,1,0,0,1,0,0.2197170798797775,0.0005143282659215334,0.7797685911752948,6.790060285553928e-10
454,4,midLeft,high,1.0699147456156954,1,1,0,0,0,0.8266618653384074,0.00011425689313413905,0.17322387761761882,1.508396959344357e-10
455,4,midLeft,high,3.650395917374609,1,1,0,0,0,0.9614933146001311,2.538191752941244e-05,0.03848130344883077,3.3508706716492536e-11
456,4,midLeft,high,4.171163495165193,1,1,0,0,0,0.9914458245245383,5.638537157784838e-06,0.008548536930860044,7.443885502792086e-12
457,4,downRight,lowC,0.23390907894214086,1,0,0,0,1,0.22024750947339655,1.2525886290064034e-06,0.0018990386787560458,0.7778521992592184
458,4,downRight,lowC,3.4241877227637487,1,0,0,0,1,0.04892749984851372,2.7825980916875453e-07,0.0004218672660104756,0.9506503546256666
460,4,midRight,lowA,0.27430751304248885,1,0,1,0,0,0.01086913648717316,0.7778522610723695,9.371688534945108e-05,0.21118488555510798
463,4,midLeft,high,0.3546369609097814,1,1,0,0,0,0.7802667540241597,0.17279816909975743,2.0818999972811508e-05,0.046914257876110116
464,4,midRight,lowA,1.0977849231076962,1,0,1,0,0,0.17333454339890575,0.8162389324953954,4.6248950576168955e-06,0.010421899210641336
465,4,midLeft,high,0.8368768047078651,1,1,0,0,0,0.8163580868663258,0.1813256837342051,1.0274102657141517e-06,0.002315201989203295
467,4,midRight,lowA,1.1000827195572538,1,0,1,0,0,0.18135215361565615,0.8181333011172368,2.282369309885998e-07,0.0005143170301760232
469,4,midLeft,high,1.1197117217743329,1,1,0,0,0,0.8181391813431871,0.18174651355734273,5.070233226732041e-08,0.00011425439713798422
470,4,midLeft,high,3.6837798643069757,1,1,0,0,0,0.9596000190941701,0.04037458827936888,1.126341160569744e-08,2.538136304935598e-05
472,4,midLeft,high,4.213618021609175,1,1,0,0,0,0.9910252330917335,0.008969125992143098,2.502142117062508e-09,5.63841398125974e-06
473,4,downRight,lowC,0.23719480597793982,1,0,0,0,1,0.22015407601158787,0.001992471613736402,5.558453684504572e-10,0.7778534518188304
474,4,midRight,lowA,0.22669720562092013,1,0,1,0,0,0.04890674381045718,0.7782948224445981,1.234798261541377e-10,0.172798433621465
475,4,downLeft,lowB,0.25440955883403715,1,0,0,1,0,0.01086452557896677,0.1728964831352916,0.7778521992849955,0.03838679200074613
476,4,downRight,lowC,0.463389203728963,1,0,0,0,1,0.0024135304634774015,0.038408573484606585,0.17279815537382817,0.7863797406780879
477,4,downRight,lowC,3.3919926172753563,1,0,0,0,1,0.0005361604844863752,0.008532380129259564,0.03838673018864555,0.9525447291976086
478,4,midLeft,high,0.32170832968820756,1,1,0,0,0,0.7779713061300385,0.0018954494808134678,0.008527527689100858,0.21160571670004727
479,4,midLeft,high,3.520997777717325,1,1,0,0,0,0.9506768139550726,0.00042106993358110266,0.0018943715219039764,0.04700774458944229
480,4,midLeft,high,4.086287265315173,1,1,0,0,0,0.9890429626945094,9.353975970380525e-05,0.0004208304673800683,0.010442667078406714
481,4,midLeft,high,4.361008663811937,1,1,0,0,0,0.9975659182599325,2.07796519001762e-05,9.34865628138933e-05,0.0023198155253534823
482,4,midLeft,high,4.317095114439837,1,1,0,0,0,0.9994592740946167,4.616153969817508e-06,2.076783432807592e-05,0.0005153419170854331
483,4,midLeft,high,4.306010414462027,1,1,0,0,0,0.9998798789293146,1.0254684522834211e-06,4.613528722165314e-06,0.00011448207351091936
484,4,midLeft,high,4.37412849708491,1,1,0,0,0,0.9999733153683245,2.278055614055109e-07,1.0248852592910822e-06,2.5431940854884542e-05
486,4,midRight,lowA,0.21386726299649736,1,0,1,0,0,0.22214187281019493,0.7778522498640692,2.2767600636485441e-07,5.649649729524288e-06
487,4,midLeft,high,1.0626483646512916,1,1,0,0,0,0.8272005277551554,0.17279816660985817,5.057772409577309e-08,1.2550572623789147e-06
