Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight,simulated_RS
507,5,midLeft,high,4.887493124814631,1,1,0,0,0,0.7469860199464848,0.2314931632481559,0.0191892587508554,0.0023315580545038,4.908335372255858
508,5,downRight,lowB,1.9481425337434264,1,0,0,0,1,0.5228902139625394,0.1620452142737091,0.0134324811255987,0.3016320906381527,1.9216360903021816
509,5,midLeft,high,4.443255139281409,1,1,0,0,0,0.6660231497737776,0.1134316499915963,0.0094027367879191,0.2111424634467069,4.352969449493066
510,5,midLeft,high,5.098612444936452,1,1,0,0,0,0.7662162048416443,0.0794021549941174,0.0065819157515434,0.1477997244126948,5.155615002470599
511,5,midLeft,high,5.565607140307291,1,1,0,0,0,0.8363513433891511,0.0555815084958822,0.0046073410260803,0.1034598070888863,5.508669394789821
512,5,midLeft,high,5.903843174558218,1,1,0,0,0,0.8854459403724058,0.0389070559471175,0.0032251387182562,0.0724218649622204,5.681511589231583
513,5,midLeft,high,6.022261691278449,1,1,0,0,0,0.919812158260684,0.0272349391629822,0.0022575971027793,0.0506953054735543,5.833551646495628
514,5,downRight,lowB,2.243195436862085,1,0,0,0,1,0.6438685107824789,0.0190644574140876,0.0015803179719455,0.335486713831488,2.2001073712756973
515,5,downRight,lowB,3.518972983685982,1,0,0,0,1,0.4507079575477352,0.0133451201898613,0.0011062225803619,0.5348406996820416,3.543109889245437
517,5,downRight,lowB,4.685625932238852,1,0,0,0,1,0.3154955702834146,0.0093415841329029,0.0007743558062533,0.6743884897774292,4.490437303873088
519,5,midLeft,high,3.5739477336708334,1,1,0,0,0,0.5208468991983902,0.006539108893032,0.0005420490643773,0.4720719428442004,3.2890059413958563
521,5,midLeft,high,4.224050268582728,1,1,0,0,0,0.6645928294388732,0.0045773762251224,0.0003794343450641,0.3304503599909403,4.319569736260147
522,5,midRight,lowA,2.1154529826317976,1,0,1,0,0,0.4652149806072112,0.3032041633575857,0.0002656040415448,0.2313152519936582,1.8377687239680849
524,5,downRight,lowB,3.0038969640539634,1,0,0,0,1,0.3256504864250479,0.21224291435031,0.0001859228290814,0.4619206763955607,3.171037211128785
525,5,downLeft,lowC,1.9720837819037775,1,0,0,1,0,0.2279553404975335,0.148570040045217,0.300130145980357,0.3233444734768925,1.990342373159585
526,5,downLeft,lowC,3.34632369090998,1,0,0,1,0,0.1595687383482734,0.1039990280316519,0.5100911021862499,0.2263411314338247,3.4477554891065596
527,5,downLeft,lowC,4.213279119026244,1,0,0,1,0,0.1116981168437914,0.0727993196221563,0.6570637715303749,0.1584387920036773,4.309604413911636
528,5,downLeft,lowC,5.003840712920786,1,0,0,1,0,0.078188681790654,0.0509595237355094,0.7599446400712624,0.1109071544025741,4.991453111014153
529,5,midRight,lowA,2.1109121946583254,1,0,1,0,0,0.0547320772534578,0.3356716666148566,0.5319612480498837,0.0776350080818019,2.283821050424049
530,5,midLeft,high,2.391469042007625,1,1,0,0,0,0.3383124540774205,0.2349701666303996,0.3723728736349186,0.0543445056572613,2.105437100886092
531,5,midLeft,high,3.490233820615317,1,1,0,0,0,0.5368187178541943,0.1644791166412797,0.260661011544443,0.0380411539600829,3.6646117273413514
532,5,midLeft,high,4.331874303180875,1,1,0,0,0,0.675773102497936,0.1151353816488958,0.1824627080811101,0.026628807772058,4.3412188065588735
533,5,downLeft,lowC,2.820210846895085,1,0,0,1,0,0.4730411717485552,0.080594767154227,0.4277238956567771,0.0186401654404406,2.886327601628499
534,5,midLeft,high,4.096533734864667,1,1,0,0,0,0.6311288202239886,0.0564163370079589,0.2994067269597439,0.0130481158083084,3.9751676632723756
535,5,downLeft,lowC,3.2788171467236404,1,0,0,1,0,0.441790174156792,0.0394914359055712,0.5095847088718207,0.0091336810658159,3.428976524746306
536,5,midLeft,high,4.014494740559733,1,1,0,0,0,0.6092531219097544,0.0276440051338998,0.3567092962102745,0.0063935767460711,4.049610227474221
539,5,midRight,lowA,2.1716822741168045,1,0,1,0,0,0.4264771853368281,0.3193508035937299,0.2496965073471921,0.0044755037222498,2.058363523658661
540,5,downLeft,lowC,3.3082503579561324,1,0,0,1,0,0.2985340297357797,0.2235455625156109,0.4747875551430345,0.0031328526055748,3.3254916259590184
541,5,midLeft,high,3.296627723820857,1,1,0,0,0,0.5089738208150457,0.1564818937609276,0.3323512886001241,0.0021929968239024,3.3542708155800143
542,5,downLeft,lowC,3.4609852041171414,1,0,0,1,0,0.356281674570532,0.1095373256326493,0.532645902020087,0.0015350977767316,3.536058951802046
544,5,downRight,lowB,1.943934796567029,1,0,0,0,1,0.2493971721993724,0.0766761279428545,0.3728521314140608,0.3010745684437121,2.058633094939933
546,5,downRight,lowB,3.45916713253705,1,0,0,0,1,0.1745780205395607,0.0536732895599981,0.2609964919898426,0.5107521979105986,3.5346357614521104
550,5,midLeft,high,2.769103824918571,1,1,0,0,0,0.4222046143776924,0.0375713026919987,0.1826975443928898,0.357526538537419,2.7962298123758895
551,5,downRight,lowB,3.654549789761261,1,0,0,0,1,0.2955432300643847,0.0262999118843991,0.1278882810750229,0.5502685769761932,3.681584623225297
552,5,downLeft,lowC,2.5347159116833544,1,0,0,1,0,0.2068802610450693,0.0184099383190793,0.389521796752516,0.3851880038833353,2.5847363713743103
555,5,midLeft,high,2.9111908166167915,1,1,0,0,0,0.4448161827315485,0.0128869568233555,0.2726652577267612,0.2696316027183347,2.8603484235777445
557,5,midLeft,high,4.172481025279452,1,1,0,0,0,0.611371327912084,0.0090208697763488,0.1908656804087328,0.1887421219028343,4.051121538876386
558,5,midRight,lowA,2.092597245437027,1,0,1,0,0,0.4279599295384588,0.3063146088434442,0.133605976286113,0.132119485331984,2.06814279793299
559,5,midRight,lowA,3.573011963686173,1,0,1,0,0,0.2995719506769212,0.514420226190411,0.0935241834002791,0.0924836397323888,3.5536470524834423
560,5,downLeft,lowC,2.4918546905421137,1,0,0,1,0,0.2097003654738448,0.3600941583332877,0.3654669283801953,0.0647385478126721,2.321970649121953
561,5,midLeft,high,2.931082415161585,1,1,0,0,0,0.4467902558316914,0.2520659108333014,0.2558268498661367,0.0453169834688705,3.1292874748009734
562,5,midLeft,high,4.037593685575621,1,1,0,0,0,0.612753179082184,0.1764461375833109,0.1790787949062957,0.0317218884282093,4.041506170073435
563,5,midLeft,high,4.754089273744538,1,1,0,0,0,0.7289272253575287,0.1235122963083176,0.125355156434407,0.0222053218997465,4.8503622231301735
565,5,midLeft,high,5.30028284815159,1,1,0,0,0,0.8102490577502701,0.0864586074158223,0.0877486095040849,0.0155437253298225,4.999924380355468
566,5,midRight,lowA,2.4113052949249845,1,0,1,0,0,0.5671743404251891,0.3605210251910756,0.0614240266528594,0.0108806077308758,2.2901843794562327
567,5,midLeft,high,4.60708909812772,1,1,0,0,0,0.6970220382976324,0.2523647176337529,0.0429968186570016,0.007616425411613,4.585727958352487
568,5,midLeft,high,5.191224749795648,1,1,0,0,0,0.7879154268083427,0.176655302343627,0.0300977730599011,0.0053314977881291,5.012194066666826
569,5,midLeft,high,5.512804523283151,1,1,0,0,0,0.8515407987658399,0.1236587116405389,0.0210684411419307,0.0037320484516904,5.523539303876753
570,5,midLeft,high,5.916702838942849,1,1,0,0,0,0.8960785591360879,0.0865610981483772,0.0147479087993515,0.0026124339161832,5.742714571607965
571,5,downRight,lowB,1.93194644765893,1,0,0,0,1,0.6272549913952615,0.060592768703864,0.010323536159546,0.3018287037413282,2.1306884590340274
572,5,midRight,lowA,2.6003823803284067,1,0,1,0,0,0.4390784939766831,0.3424149380927048,0.0072264753116822,0.2112800926189297,2.331298954247596
574,5,downLeft,lowC,2.1010442018940387,1,0,0,1,0,0.3073549457836781,0.2396904566648934,0.3050585327181775,0.1478960648332508,2.1134068776762005
576,5,midRight,lowA,2.9895757611448794,1,0,1,0,0,0.2151484620485747,0.4677833196654254,0.2135409729027242,0.1035272453832756,3.1439270766442657
577,5,midLeft,high,3.058553264121841,1,1,0,0,0,0.4506039234340023,0.3274483237657978,0.1494786810319069,0.0724690717682929,2.8859539522426507
578,5,midLeft,high,3.969529894291288,1,1,0,0,0,0.6154227464038016,0.2292138266360584,0.1046350767223348,0.050728350237805,4.094964341762174
579,5,downRight,lowB,2.2062384372137096,1,0,0,0,1,0.4307959224826611,0.1604496786452409,0.0732445537056344,0.3355098451664635,2.2760688463540295
581,5,midLeft,high,4.029190980406346,1,1,0,0,0,0.6015571457378628,0.1123147750516686,0.0512711875939441,0.2348568916165244,3.8521603546507097
583,5,downLeft,lowC,2.1606470524395185,1,0,0,1,0,0.4210900020165039,0.078620342536168,0.3358898313157609,0.1643998241315671,2.1322964035345313
584,5,downRight,lowB,2.874012784435046,1,0,0,0,1,0.2947630014115527,0.0550342397753176,0.2351228819210326,0.415079876892097,2.9896835574159315
586,5,midLeft,high,3.3577723362553447,1,1,0,0,0,0.506334100988087,0.0385239678427223,0.1645860173447228,0.2905559138244679,3.330884373612335
587,5,midLeft,high,4.1279416108695255,1,1,0,0,0,0.6544338706916608,0.0269667774899056,0.1152102121413059,0.2033891396771275,4.354468874387343
589,5,midRight,lowA,2.108858198457918,1,0,1,0,0,0.4581037094841625,0.318876744242934,0.0806471484989141,0.1423723977739893,2.1631492870267013
590,5,downLeft,lowC,2.2058608773921238,1,0,0,1,0,0.3206725966389138,0.2232137209700538,0.3564530039492399,0.0996606784417925,2.505991641467517
591,5,midLeft,high,3.4290374085538864,1,1,0,0,0,0.5244708176472397,0.1562496046790376,0.2495171027644679,0.0697624749092547,3.486857296386587
592,5,downLeft,lowC,3.0221435616435173,1,0,0,1,0,0.3671295723530677,0.1093747232753263,0.4746619719351275,0.0488337324364783,3.180480914076076
593,5,downRight,lowB,2.187896624636525,1,0,0,0,1,0.2569907006471474,0.0765623062927284,0.3322633803545893,0.3341836127055348,2.2374682203682617
594,5,midRight,lowA,2.371218049407112,1,0,1,0,0,0.1798934904530032,0.3535936144049099,0.2325843662482125,0.2339285288938744,2.292164383197437
595,5,midRight,lowA,3.53603911039609,1,0,1,0,0,0.1259254433171022,0.5475155300834369,0.1628090563737487,0.163749970225712,3.7160621124321747
597,5,midRight,lowA,4.552049178939867,1,0,1,0,0,0.0881478103219715,0.6832608710584058,0.1139663394616241,0.1146249791579984,4.519995130514161
600,6,downLeft,lowA,2.300933082371599,1,0,0,1,0,0.0617034672253801,0.4782826097408841,0.3797764376231368,0.0802374854105989,2.6096620305490412
602,6,downLeft,lowA,3.790557292024132,1,0,0,1,0,0.043192427057766,0.3347978268186189,0.5658435063361957,0.0561662397874192,3.6231275808243186
603,6,downRight,lowB,2.106855873440285,1,0,0,0,1,0.0302346989404362,0.2343584787730332,0.396090454435337,0.3393163678511934,2.1959787927116055
604,6,midRight,high,3.1951605743849023,1,0,1,0,0,0.0211642892583053,0.4640509351411232,0.2772633181047359,0.2375214574958354,2.93243635216491
605,6,downRight,lowB,2.9710287813127927,1,0,0,0,1,0.0148150024808137,0.3248356545987862,0.1940843226733151,0.4662650202470847,2.9586162001111838
606,6,midRight,high,3.444739799270056,1,0,1,0,0,0.0103705017365696,0.5273849582191504,0.1358590258713206,0.3263855141729594,3.2424992279102556
607,6,midRight,high,4.076136665515505,1,0,1,0,0,0.0072593512155987,0.6691694707534053,0.0951013181099244,0.2284698599210716,4.51172796645859
608,6,midRight,high,5.170487037377168,1,0,1,0,0,0.0050815458509191,0.7684186295273837,0.0665709226769471,0.1599289019447501,5.091704464786683
609,6,midLeft,lowC,1.9828729890958905,1,1,0,0,0,0.3035570820956433,0.5378930406691687,0.0465996458738629,0.111950231361325,1.8560672719330662
610,6,midRight,high,4.42820168860396,1,0,1,0,0,0.2124899574669503,0.6765251284684181,0.032619752111704,0.0783651619529275,4.485471517090718
612,6,midRight,high,5.038363398293192,1,0,1,0,0,0.1487429702268652,0.7735675899278927,0.0228338264781928,0.0548556133670492,5.138862563764061
614,6,midRight,high,5.551208411813042,1,0,1,0,0,0.1041200791588057,0.8414973129495249,0.015983678534735,0.0383989293569345,5.576741548000071
615,6,midRight,high,5.686542905690538,1,0,1,0,0,0.072884055411164,0.8890481190646674,0.0111885749743145,0.0268792505498541,5.852852477804061
618,6,midRight,high,5.948167994655215,1,0,1,0,0,0.0510188387878147,0.9223336833452672,0.0078320024820201,0.0188154753848979,6.010564842132873
620,6,midLeft,lowC,2.1703044915597887,1,1,0,0,0,0.3357131871514703,0.645633578341687,0.0054824017374141,0.0131708327694285,2.519526410604709
621,6,midRight,high,4.817490452500366,1,0,1,0,0,0.2349992310060292,0.7519435048391809,0.0038376812161898,0.0092195829385999,4.947238246330362
622,6,midRight,high,5.378126299452356,1,0,1,0,0,0.1644994617042204,0.8263604533874267,0.0026863768513329,0.0064537080570199,5.387243252636314
623,6,downLeft,lowA,2.175446714607311,1,0,0,1,0,0.1151496231929542,0.5784523173711986,0.301880463795933,0.0045175956399139,1.8664691662942814
624,6,midRight,high,4.423872137530916,1,0,1,0,0,0.080604736235068,0.7049166221598391,0.2113163246571531,0.0031623169479397,4.663084978775277
625,6,midRight,high,5.116956356530393,1,0,1,0,0,0.0564233153645476,0.7934416355118874,0.1479214272600071,0.0022136218635578,5.243865986456627
627,6,downRight,lowB,2.041085869454257,1,0,0,0,1,0.0394963207551833,0.5554091448583212,0.103544999082005,0.3015495353044904,2.0214199424803088
628,6,midRight,high,4.494858594707315,1,0,1,0,0,0.0276474245286283,0.6887864014008248,0.0724814993574035,0.2110846747131433,4.408750344686747
630,6,midRight,high,5.088793074210138,1,0,1,0,0,0.0193531971700398,0.7821504809805774,0.0507370495501824,0.1477592722992003,4.802898066024971
631,6,midLeft,lowC,2.1231459951121336,1,1,0,0,0,0.3135472380190278,0.5475053366864042,0.0355159346851277,0.1034314906094402,2.2163876831533864
632,6,midLeft,lowC,3.4467031743613585,1,1,0,0,0,0.5194830666133194,0.3832537356804829,0.0248611542795894,0.0724020434266081,3.551470545470288
633,6,midRight,high,3.712400634188762,1,0,1,0,0,0.3636381466293236,0.5682776149763381,0.0174028079957125,0.0506814303986257,3.738113781330482
635,6,midLeft,lowC,3.5584221628394395,1,1,0,0,0,0.5545467026405265,0.3977943304834367,0.0121819655969988,0.035477001279038,3.653839480475255
637,6,midLeft,lowC,4.357869089265156,1,1,0,0,0,0.6881826918483686,0.2784560313384057,0.0085273759178991,0.0248339008953266,4.5046597985148775
638,6,midLeft,lowC,5.080326822914401,1,1,0,0,0,0.781727884293858,0.194919221936884,0.0059691631425294,0.0173837306267286,5.17946889631537
639,6,midRight,high,2.7965292626638294,1,0,1,0,0,0.5472095190057006,0.4364434553558187,0.0041784141997705,0.01216861143871,2.8955448684973004
641,6,downRight,lowB,1.937840306185172,1,0,0,0,1,0.3830466633039904,0.3055104187490731,0.0029248899398394,0.308518028007097,2.0893706075491063
642,6,downRight,lowB,3.4400148407920774,1,0,0,0,1,0.2681326643127932,0.2138572931243512,0.0020474229578875,0.5159626196049679,3.454025005997278
644,6,midRight,high,2.7896869875891923,1,0,1,0,0,0.1876928650189552,0.4497001051870458,0.0014331960705213,0.3611738337234775,2.7342133895703427
645,6,downLeft,lowA,1.9833303494410808,1,0,0,1,0,0.1313850055132687,0.3147900736309321,0.3010032372493649,0.2528216836064343,1.962897207810397
647,6,midRight,high,3.39903394780918,1,0,1,0,0,0.0919695038592881,0.5203530515416525,0.2107022660745554,0.176975178524504,3.3995718591035886
649,6,midRight,high,4.078756148786732,1,0,1,0,0,0.0643786527015016,0.6642471360791568,0.1474915862521888,0.1238826249671528,4.3972409318022
650,6,midRight,high,5.017848808513781,1,0,1,0,0,0.0450650568910511,0.7649729952554097,0.1032441103765322,0.0867178374770069,5.045371988882011
651,6,midRight,high,5.350899378276032,1,0,1,0,0,0.0315455398237358,0.8354810966787868,0.0722708772635725,0.0607024862339048,5.441341901231501
652,6,midRight,high,5.933701979567329,1,0,1,0,0,0.022081877876615,0.8848367676751507,0.0505896140845007,0.0424917403637334,5.8449178156044725
654,6,midRight,high,6.025788879750829,1,0,1,0,0,0.0154573145136305,0.9193857373726056,0.0354127298591505,0.0297442182546133,5.99282090208178
655,6,downRight,lowB,2.0400831656556586,1,0,0,0,1,0.0108201201595413,0.6435700161608239,0.0247889109014053,0.3208209527782293,1.9412787058066174
656,6,midRight,high,4.928151760447492,1,0,1,0,0,0.0075740841116789,0.7504990113125767,0.0173522376309837,0.2245746669447605,4.9253317067528295
657,6,midRight,high,5.436190575105324,1,0,1,0,0,0.0053018588781752,0.8253493079188037,0.0121465663416886,0.1572022668613323,5.254527065982787
658,6,midRight,high,5.789655987007168,1,0,1,0,0,0.0037113012147226,0.8777445155431626,0.008502596439182,0.1100415868029326,5.840914461872259
661,6,downRight,lowB,2.424162658472788,1,0,0,0,1,0.0025979108503058,0.6144211608802139,0.0059518175074274,0.3770291107620528,2.3244142112601303
662,6,midRight,high,4.957924550019901,1,0,1,0,0,0.0018185375952141,0.7300948126161497,0.0041662722551992,0.263920377533437,4.890387698644196
663,6,downRight,lowB,2.991862017191364,1,0,0,0,1,0.0012729763166498,0.5110663688313049,0.0029163905786394,0.4847442642734059,3.0538738552764815
664,6,downLeft,lowA,2.153805037561334,1,0,0,1,0,0.0008910834216549,0.3577464581819134,0.3020414734050476,0.3393209849913841,2.2382180613547673
666,6,midRight,high,3.590038697121715,1,0,1,0,0,0.0006237583951584,0.5504225207273394,0.2114290313835333,0.2375246894939688,3.741321487125478
667,6,midRight,high,4.456570388549547,1,0,1,0,0,0.0004366308766109,0.6852957645091375,0.1480003219684733,0.1662672826457782,4.4242792597266485
670,6,downRight,lowB,2.8707963500349742,1,0,0,0,1,0.0003056416136276,0.4797070351563963,0.1036002253779313,0.4163870978520447,2.7713681132972323
671,6,midRight,high,4.320020917311158,1,0,1,0,0,0.0002139491295393,0.6357949246094774,0.0725201577645519,0.2914709684964313,4.229258778442913
672,6,midRight,high,4.743588039558707,1,0,1,0,0,0.0001497643906775,0.7450564472266342,0.0507641104351863,0.2040296779475019,5.0224169721862495
673,6,midLeft,lowC,1.9693218610783692,1,1,0,0,0,0.3001048350734743,0.521539513058644,0.0355348773046304,0.1428207745632513,1.8893647119128327
675,6,downLeft,lowA,2.2143334533245973,1,0,0,1,0,0.210073384551432,0.3650776591410508,0.3248744141132413,0.0999745421942759,2.175776552340068
676,6,downRight,lowB,2.463974141445992,1,0,0,0,1,0.1470513691860024,0.2555543613987356,0.2274120898792689,0.3699821795359931,2.5782981045022586
677,6,downRight,lowB,3.5799542001234625,1,0,0,0,1,0.1029359584302017,0.1788880529791149,0.1591884629154882,0.5589875256751952,3.6178651779193483
678,6,midRight,high,2.708346594405329,1,0,1,0,0,0.0720551709011411,0.4252216370853804,0.1114319240408417,0.3912912679726366,2.7690959806528137
679,6,midRight,high,4.0366786665634,1,0,1,0,0,0.0504386196307988,0.5976551459597663,0.0780023468285892,0.2739038875808456,3.9568782969633816
680,6,midLeft,lowC,2.2503821616329303,1,1,0,0,0,0.3353070337415592,0.4183586021718364,0.0546016427800124,0.1917327213065919,2.261233447895038
681,6,downRight,lowB,2.8591375292740326,1,0,0,0,1,0.2347149236190914,0.2928510215202855,0.0382211499460087,0.4342129049146144,2.9012559084927667
684,6,midLeft,lowC,3.0531950064136155,1,1,0,0,0,0.464300446533364,0.2049957150641999,0.0267548049622061,0.30394903344023,3.0453721985419615
685,6,downLeft,lowA,2.059126999070339,1,0,0,1,0,0.3250103125733548,0.1434970005449399,0.3187283634735443,0.212764323408161,1.9718047326795767
686,6,midLeft,lowC,3.398474618342937,1,1,0,0,0,0.5275072188013483,0.1004479003814579,0.223109854431481,0.1489350263857127,3.3116945553592947
687,6,downRight,lowB,2.4816318736338743,1,0,0,0,1,0.3692550531609438,0.0703135302670205,0.1561768981020367,0.4042545184699989,2.8056575104837562
688,6,downRight,lowB,3.9737745154732176,1,0,0,0,1,0.2584785372126607,0.0492194711869143,0.1093238286714257,0.5829781629289992,3.9124448671433916
689,6,midRight,high,2.093659131562787,1,0,1,0,0,0.1809349760488625,0.33445362983084,0.076526680069998,0.4080847140502994,2.0957754769156645
690,6,midRight,high,3.523577503848176,1,0,1,0,0,0.1266544832342037,0.534117540881588,0.0535686760489985,0.2856592998352096,3.43717558607439
691,6,downRight,lowB,3.210620658617202,1,0,0,0,1,0.0886581382639426,0.3738822786171116,0.037498073234299,0.4999615098846467,3.334203704510598
692,6,midRight,high,3.62398323413256,1,0,1,0,0,0.0620606967847598,0.5617175950319782,0.0262486512640093,0.3499730569192527,3.664366625488473
694,6,midLeft,lowC,2.3546664106158057,1,1,0,0,0,0.3434424877493318,0.3932023165223847,0.0183740558848065,0.2449811398434769,2.341383888787152
696,6,midRight,high,3.677014924386426,1,0,1,0,0,0.2404097414245323,0.5752416215656693,0.0128618391193645,0.1714867978904338,3.6982724675789638
697,6,downLeft,lowA,2.093115294255334,1,0,0,1,0,0.1682868189971726,0.4026691350959684,0.3090032873835552,0.1200407585233037,2.1317033068784235
698,6,midLeft,lowC,2.556550521153762,1,1,0,0,0,0.4178007732980208,0.2818683945671779,0.2163023011684886,0.0840285309663126,2.899886777475517
699,6,midRight,high,3.259324548467077,1,0,1,0,0,0.2924605413086145,0.4973078761970245,0.151411610817942,0.0588199716764188,3.2051626920884257
700,7,midLeft,high,3.41772435717158,1,1,0,0,0,0.5047223789160302,0.3481155133379172,0.1059881275725594,0.0411739801734931,3.185987143502123
702,7,midLeft,high,4.3544956525395175,1,1,0,0,0,0.6533056652412211,0.243680859336542,0.0741916893007916,0.0288217861214452,4.349183833623935
703,7,downLeft,lowB,2.291245956720181,1,0,0,1,0,0.4573139656688548,0.1705766015355794,0.3519341825105541,0.0201752502850116,2.2769674476919612
706,7,midLeft,high,4.030148166654105,1,1,0,0,0,0.6201197759681983,0.1194036210749056,0.2463539277573879,0.0141226751995081,4.128530037217667
707,7,midLeft,high,4.686612485024776,1,1,0,0,0,0.7340838431777388,0.0835825347524339,0.1724477494301715,0.0098858726396557,4.587360303927113
708,7,midLeft,high,5.2390800608825385,1,1,0,0,0,0.8138586902244171,0.0585077743267037,0.12071342460112,0.006920110847759,5.418008919830444
709,7,downLeft,lowB,2.691248339940681,1,0,0,1,0,0.569701083157092,0.0409554420286926,0.3844993972207841,0.0048440775934313,2.7212819039458833
710,7,midLeft,high,4.702689938876279,1,1,0,0,0,0.6987907582099644,0.0286688094200848,0.2691495780545488,0.0033908543154019,4.640229962276197
711,7,downLeft,lowB,3.31547337690595,1,0,0,1,0,0.4891535307469751,0.0200681665940593,0.4884047046381842,0.0023735980207813,3.322383944171806
713,7,downLeft,lowB,4.239374909101692,1,0,0,1,0,0.3424074715228826,0.0140477166158415,0.641883293246729,0.0016615186145469,4.172922457104102
714,7,downRight,lowA,1.9445147364592104,1,0,0,0,1,0.2396852300660177,0.009833401631089,0.4493183052727102,0.3011630630301828,2.0888294798556415
715,7,downLeft,lowB,4.055522008565739,1,0,0,1,0,0.1677796610462124,0.0068833811417623,0.6145228136908972,0.210814144121128,3.9441793327873818
716,7,midLeft,high,2.561856264580164,1,1,0,0,0,0.4174457627323487,0.0048183667992336,0.430165969583628,0.1475699008847896,2.9633705599923004
717,7,midRight,lowC,1.999651706478283,1,0,1,0,0,0.2922120339126441,0.3033728567594635,0.3011161787085397,0.1032989306193527,2.135124629793021
718,7,midLeft,high,3.3407650318359026,1,1,0,0,0,0.5045484237388509,0.2123609997316244,0.2107813250959778,0.0723092514335469,3.302860442964447
719,7,midRight,lowC,3.096058172745737,1,0,1,0,0,0.3531838966171956,0.4486526998121371,0.1475469275671844,0.0506164760034828,2.8828869623710354
720,7,midLeft,high,3.572928269567723,1,1,0,0,0,0.5472287276320369,0.314056889868496,0.1032828492970291,0.0354315332024379,3.651647085642427
721,7,midLeft,high,4.397343100285504,1,1,0,0,0,0.6830601093424258,0.2198398229079472,0.0722979945079203,0.0248020732417065,4.291502353702173
722,7,downRight,lowA,2.289474060606638,1,0,0,0,1,0.4781420765396981,0.153887876035563,0.0506085961555442,0.3173614512691945,2.1277557728607057
723,7,midLeft,high,4.210879895887294,1,1,0,0,0,0.6346994535777887,0.1077215132248941,0.0354260173088809,0.2221530158884362,4.121955595777014
724,7,downRight,lowA,3.0024039635524717,1,0,0,0,1,0.444289617504452,0.0754050592574258,0.0247982121162166,0.4555071111219053,3.103762987214328
726,7,midLeft,high,4.205002021456539,1,1,0,0,0,0.6110027322531164,0.0527835414801981,0.0173587484813516,0.3188549777853338,3.900626861268448
727,7,midLeft,high,4.822708395411086,1,1,0,0,0,0.7277019125771815,0.0369484790361386,0.0121511239369461,0.2231984844497336,4.749274477641083
730,7,midLeft,high,5.281772058660833,1,1,0,0,0,0.809391338804027,0.025863935325297,0.0085057867558623,0.1562389391148135,5.402655334942464
732,7,downLeft,lowB,2.020570080132696,1,0,0,1,0,0.5665739371628189,0.0181047547277079,0.3059540507291036,0.1093672573803695,1.8130879474017045
733,7,midLeft,high,4.391074020705968,1,1,0,0,0,0.6966017560139732,0.0126733283093955,0.2141678355103725,0.0765570801662586,4.633151492598916
734,7,downRight,lowA,2.5225698628925235,1,0,0,0,1,0.4876212292097812,0.0088713298165768,0.1499174848572608,0.353589956116381,2.3325553445454417
736,7,midLeft,high,4.263502967354548,1,1,0,0,0,0.6413348604468468,0.0062099308716038,0.1049422394000825,0.2475129692814667,4.371307370975838
737,7,downRight,lowA,2.943356028552885,1,0,0,0,1,0.4489344023127928,0.0043469516101226,0.0734595675800578,0.4732590784970267,3.1348364381492164
738,7,downRight,lowA,4.1692793956241125,1,0,0,0,1,0.3142540816189549,0.0030428661270858,0.0514216973060404,0.6312813549479187,4.248524954013956
739,7,downRight,lowA,4.828904427236671,1,0,0,0,1,0.2199778571332684,0.0021300062889601,0.0359951881142283,0.7418969484635431,4.914536687373951
740,7,midRight,lowC,1.9825316274450384,1,0,1,0,0,0.1539844999932879,0.301491004402272,0.0251966316799598,0.5193278639244803,2.045143958474439
741,7,midRight,lowC,3.2823565438074622,1,0,1,0,0,0.1077891499953015,0.5110437030815904,0.0176376421759718,0.3635295047471362,3.337666418664192
744,7,downLeft,lowB,2.0363490842169787,1,0,0,1,0,0.0754524049967111,0.3577305921571133,0.3123463495231803,0.2544706533229953,2.1091059278999302
746,7,downLeft,lowB,3.439095846926754,1,0,0,1,0,0.0528166834976977,0.2504114145099793,0.5186424446662262,0.1781294573260967,3.2391947545997732
747,7,midLeft,high,2.162481089539112,1,1,0,0,0,0.3369716784483885,0.1752879901569855,0.3630497112663583,0.1246906201282677,2.3037934109159135
749,7,midRight,lowC,2.827317786060376,1,0,1,0,0,0.2358801749138719,0.4227015931098898,0.2541347978864508,0.0872834340897874,2.696034899478295
750,7,midLeft,high,3.0639503279196347,1,1,0,0,0,0.4651161224397103,0.2958911151769229,0.1778943585205155,0.0610984038628511,2.9703360946765005
751,7,midLeft,high,4.223117111986642,1,1,0,0,0,0.6255812857077973,0.207123780623846,0.1245260509643609,0.0427688827039958,3.922011077357546
752,7,midLeft,high,4.8014539503620455,1,1,0,0,0,0.7379068999954581,0.1449866464366922,0.0871682356750526,0.029938217892797,4.834508158614973
753,7,midLeft,high,5.3180276376031,1,1,0,0,0,0.8165348299968207,0.1014906525056845,0.0610177649725368,0.0209567525249579,5.263286545756224
754,7,downRight,lowA,2.255201541009657,1,0,0,0,1,0.5715743809977745,0.0710434567539791,0.0427124354807757,0.3146697267674705,2.1579900882816805
755,7,midLeft,high,4.745926382080132,1,1,0,0,0,0.7001020666984421,0.0497304197277854,0.029898704836543,0.2202688087372293,4.6456918954266015
756,7,midLeft,high,5.014587194669035,1,1,0,0,0,0.7900714466889095,0.0348112938094498,0.0209290933855801,0.1541881661160605,5.34042861473242
